Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
13800	0.687	-nan	0.687	0.678251	0.0193894	0	0.6268	-nan	0.6268	0.628122	0.0235007	0	0.6816	-nan	0.6816	0.677609	0.0136313	0
13900	0.6868	-nan	0.6868	0.681474	0.0250004	0	0.6321	-nan	0.6321	0.626411	0.028472	0	0.6755	-nan	0.6755	0.675023	0.018769	0
14000	0.6724	-nan	0.6724	0.672095	0.0264476	0	0.6324	-nan	0.6324	0.628204	0.0289732	0	0.6633	-nan	0.6633	0.670082	0.021434	0
14100	0.684	-nan	0.684	0.680332	0.0281557	0	0.6209	-nan	0.6209	0.61919	0.0259607	0	0.6735	-nan	0.6735	0.676206	0.0219745	0
14200	0.6686	-nan	0.6686	0.677672	0.0340995	0	0.6325	-nan	0.6325	0.621094	0.0263163	0	0.6855	-nan	0.6855	0.681888	0.0161183	0
14300	0.6617	-nan	0.6617	0.658694	0.0354587	0	0.6243	-nan	0.6243	0.621018	0.0272626	0	0.681	-nan	0.681	0.680785	0.0162322	0
14400	0.6471	-nan	0.6471	0.650836	0.0319172	0	0.6273	-nan	0.6273	0.624129	0.0248178	0	0.6783	-nan	0.6783	0.68065	0.0201999	0
14500	0.6645	-nan	0.6645	0.660456	0.0382294	0	0.6361	-nan	0.6361	0.639645	0.0289684	0	0.6787	-nan	0.6787	0.673428	0.0136471	0
14600	0.6688	-nan	0.6688	0.660332	0.0378203	0	0.6402	-nan	0.6402	0.639945	0.032913	0	0.6665	-nan	0.6665	0.672616	0.0126222	0
14700	0.6724	-nan	0.6724	0.678018	0.0383212	0	0.6558	-nan	0.6558	0.649292	0.0333962	0	0.6737	-nan	0.6737	0.672854	0.0159991	0
14800	0.6954	-nan	0.6954	0.701626	0.0258029	0	0.6541	-nan	0.6541	0.664553	0.022759	0	0.6741	-nan	0.6741	0.674435	0.0173939	0
14900	0.7025	-nan	0.7025	0.702167	0.0254138	0	0.6637	-nan	0.6637	0.658457	0.0237916	0	0.6707	-nan	0.6707	0.66624	0.0249064	0
15000	0.711	-nan	0.711	0.711202	0.0175601	0	0.6586	-nan	0.6586	0.656284	0.016587	0	0.6741	-nan	0.6741	0.677314	0.032919	0
15100	0.7149	-nan	0.7149	0.708062	0.0192094	0	0.6484	-nan	0.6484	0.654662	0.0189575	0	0.6776	-nan	0.6776	0.677576	0.0352986	0
15200	0.7025	-nan	0.7025	0.705571	0.0238761	0	0.6593	-nan	0.6593	0.659923	0.0201501	0	0.6843	-nan	0.6843	0.684969	0.0190814	0
15300	0.7107	-nan	0.7107	0.711761	0.0294821	0	0.6672	-nan	0.6672	0.662223	0.0203685	0	0.687	-nan	0.687	0.689859	0.0206209	0
15400	0.7262	-nan	0.7262	0.718499	0.0269449	0	0.6527	-nan	0.6527	0.66468	0.0141822	0	0.6827	-nan	0.6827	0.682615	0.0196172	0
15500	0.7001	-nan	0.7001	0.70252	0.0280584	0	0.651	-nan	0.651	0.653921	0.0185076	0	0.6821	-nan	0.6821	0.678428	0.0194001	0
15600	0.7077	-nan	0.7077	0.698425	0.0252709	0	0.6654	-nan	0.6654	0.658516	0.0171957	0	0.6758	-nan	0.6758	0.673863	0.0194502	0
15700	0.7048	-nan	0.7048	0.69966	0.0170878	0	0.6552	-nan	0.6552	0.653684	0.0228958	0	0.6728	-nan	0.6728	0.678169	0.0181381	0
15800	0.6996	-nan	0.6996	0.707117	0.0209755	0	0.6678	-nan	0.6678	0.663919	0.0147266	0	0.6792	-nan	0.6792	0.67622	0.0207462	0
