Generation;Pmean;PmeanRes;PmeanUnres;MeanP0;StdevP0;MeanInfo;Pmean;PmeanRes;PmeanUnres;MeanP0;StdevP0;MeanInfo;Pmean;PmeanRes;PmeanUnres;MeanP0;StdevP0;MeanInfo
11900;0,5256;0,49164;0,921519;0,926658;0,0152386;0,926;0,4142;0,761922;0,0043573;0,0043863;0,00789645;0,54;0,4531;0,623091;0,245333;0,263252;0,0139126;0,536
12000;0,5052;0,471845;0,928767;0,932691;0,0149018;0,932;0,4476;0,721718;0,00600522;0,00630057;0,00930029;0,625;0,4482;0,65535;0,252335;0,259566;0,0149778;0,505
12100;0,5021;0,467135;0,933333;0,92357;0,0211592;0,927;0,4162;0,77215;0,00666667;0,00680887;0,00834445;0,529;0,4646;0,645905;0,264211;0,256823;0,0153587;0,525
12200;0,4987;0,453761;0,921875;0,927522;0,0207598;0,913;0,4291;0,746235;0,00699301;0,00620845;0,00805103;0,581;0,4471;0,63741;0,208784;0,217936;0,0277682;0,542
12300;0,5145;0,489089;0,942857;0,936353;0,0264505;0,948;0,4191;0,733568;0,00394432;0,00389558;0,00538535;0,562;0,438;0,676954;0,2;0,211071;0,0233714;0,535
12400;0,4945;0,461818;0,964615;0,950642;0,0219799;0,938;0,4127;0,798441;0,0063655;0,00618974;0,00610261;0,532;0,4559;0,683877;0,207933;0,207315;0,0155348;0,521
12500;0,4988;0,463294;0,96338;0,968192;0,0120293;0,935;0,4288;0,759075;0,00502283;0,00510465;0,00639614;0,559;0,4352;0,690927;0,183532;0,18992;0,0158212;0,495
12600;0,5067;0,457807;0,961856;0,964534;0,0123917;0,909;0,4228;0,766058;0,00663717;0,00518875;0,0072897;0,524;0,4425;0,686837;0,189206;0,196813;0,0205914;0,511
12700;0,4851;0,449732;0,977612;0,968028;0,0174086;0,929;0,4322;0,739794;0,00215827;0,00199858;0,00383156;0,588;0,4485;0,665996;0,185872;0,183633;0,0259872;0,559
12800;0,5014;0,458297;0,971429;0,971939;0,0173385;0,921;0,4397;0,750342;0,00360577;0,00451507;0,00661608;0,584;0,4529;0,675214;0,139518;0,144188;0,0226449;0,58
12900;0,505;0,448488;0,976636;0,978589;0,017131;0,911;0,4382;0,757292;0,00471698;0,0044986;0,00643527;0,578;0,4437;0,68712;0,135147;0,139335;0,0281141;0,533
13000;0,5092;0,487762;0,975;0,978526;0,0151295;0,95;0,4351;0,728114;0,00640394;0,00599098;0,0109102;0,569;0,4311;0,727969;0,106904;0,111041;0,0179982;0,55
13100;0,4947;0,470032;0,973469;0,971811;0,0175497;0,95;0,4377;0,749313;0,00382775;0,00368426;0,00876738;0,548;0,4306;0,720522;0,0956897;0,0952619;0,024799;0,537
13200;0,5057;0,469429;0,980282;0,979557;0,0203271;0,925;0,4289;0,767742;0,00113122;0,000703093;0,0029654;0,57;0,4213;0,73659;0,0769874;0,0700811;0,0315152;0,527
13300;0,512;0,47938;0,989062;0,983061;0,0154127;0,944;0,428;0,734715;0,00617577;0,00569105;0,00740989;0,593;0,433;0,728369;0,0509174;0,0527487;0,0232121;0,59
