Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo
7300	0.6624	-nan	0.6624	0.668747	0.0182793	0	0.659	-nan	0.659	0.660213	0.03884	0	0.6469	-nan	0.6469	0.653303	0.0279373	0
7400	0.6724	-nan	0.6724	0.666262	0.0185419	0	0.6507	-nan	0.6507	0.652576	0.0240528	0	0.6364	-nan	0.6364	0.644647	0.0139297	0
7500	0.6891	-nan	0.6891	0.682803	0.0259617	0	0.65	-nan	0.65	0.649549	0.0332302	0	0.6369	-nan	0.6369	0.63808	0.0143312	0
7600	0.6841	-nan	0.6841	0.681511	0.0317751	0	0.6552	-nan	0.6552	0.64962	0.0264327	0	0.6483	-nan	0.6483	0.645946	0.0145538	0
7700	0.6946	-nan	0.6946	0.692696	0.0272763	0	0.6565	-nan	0.6565	0.655235	0.0128554	0	0.6596	-nan	0.6596	0.655853	0.0188079	0
7800	0.6661	-nan	0.6661	0.671061	0.0375196	0	0.6618	-nan	0.6618	0.656308	0.0190529	0	0.6532	-nan	0.6532	0.653814	0.0182193	0
7900	0.6625	-nan	0.6625	0.669336	0.0399275	0	0.6535	-nan	0.6535	0.654867	0.0223988	0	0.6439	-nan	0.6439	0.645168	0.0247961	0
8000	0.665	-nan	0.665	0.664673	0.0385862	0	0.6603	-nan	0.6603	0.663573	0.0157076	0	0.6329	-nan	0.6329	0.631695	0.0206633	0
8100	0.6754	-nan	0.6754	0.677525	0.028373	0	0.6702	-nan	0.6702	0.669834	0.0171712	0	0.6368	-nan	0.6368	0.631698	0.0224062	0
8200	0.6851	-nan	0.6851	0.684182	0.0249535	0	0.6681	-nan	0.6681	0.673608	0.0103704	0	0.6371	-nan	0.6371	0.631019	0.0234037	0
8300	0.68	-nan	0.68	0.680919	0.0254275	0	0.6752	-nan	0.6752	0.674952	0.0145831	0	0.6502	-nan	0.6502	0.643063	0.0385216	0
8400	0.6762	-nan	0.6762	0.673458	0.0185505	0	0.6783	-nan	0.6783	0.677357	0.0117264	0	0.6455	-nan	0.6455	0.6489	0.0445157	0
8500	0.679	-nan	0.679	0.66954	0.0116664	0	0.6752	-nan	0.6752	0.677284	0.0151987	0	0.6416	-nan	0.6416	0.641325	0.0439727	0
8600	0.6603	-nan	0.6603	0.664772	0.0144337	0	0.68	-nan	0.68	0.677965	0.0143168	0	0.6368	-nan	0.6368	0.637078	0.0358489	0
8700	0.6648	-nan	0.6648	0.666007	0.0187197	0	0.6794	-nan	0.6794	0.680718	0.0163484	0	0.6333	-nan	0.6333	0.638785	0.035836	0
8800	0.6728	-nan	0.6728	0.672475	0.0208869	0	0.6753	-nan	0.6753	0.675418	0.0141139	0	0.6592	-nan	0.6592	0.659664	0.0334976	0
8900	0.6634	-nan	0.6634	0.673945	0.0212606	0	0.6761	-nan	0.6761	0.683927	0.0204863	0	0.6444	-nan	0.6444	0.644363	0.0332304	0
9000	0.6704	-nan	0.6704	0.670916	0.0181844	0	0.6813	-nan	0.6813	0.682098	0.0244681	0	0.649	-nan	0.649	0.643472	0.0347584	0
9100	0.6558	-nan	0.6558	0.656808	0.0242533	0	0.6858	-nan	0.6858	0.690438	0.0213161	0	0.6536	-nan	0.6536	0.653763	0.0346568	0
9200	0.649	-nan	0.649	0.652728	0.0231091	0	0.6917	-nan	0.6917	0.696409	0.0273276	0	0.662	-nan	0.662	0.66556	0.0221053	0
9300	0.6548	-nan	0.6548	0.654515	0.0261976	0	0.6994	-nan	0.6994	0.705773	0.030548	0	0.6764	-nan	0.6764	0.666869	0.0388585	0
9400	0.6467	-nan	0.6467	0.649878	0.0241066	0	0.701	-nan	0.701	0.700789	0.0248457	0	0.6672	-nan	0.6672	0.662102	0.0337683	0
9500	0.6562	-nan	0.6562	0.64991	0.0254183	0	0.7023	-nan	0.7023	0.692866	0.0194123	0	0.6467	-nan	0.6467	0.656019	0.045731	0
9600	0.6409	-nan	0.6409	0.642401	0.0180666	0	0.6961	-nan	0.6961	0.697566	0.0264786	0	0.6548	-nan	0.6548	0.660231	0.0418275	0
