Generation	Pmean	MeanP0	StdevP0	MeanInfo	Pmean	MeanP0	StdevP0	MeanInfo	Pmean	MeanP0	StdevP0	MeanInfo
744500	0.5358	0.679009	0.0210951	0.143	0.5521	0.652589	0.0241153	0.124	0.5367	0.677417	0.0618072	0.144
744600	0.5853	0.678791	0.0249318	0.121	0.5733	0.651858	0.0296732	0.101	0.5322	0.653537	0.0563917	0.133
744700	0.5586	0.688266	0.0248852	0.13	0.5577	0.650839	0.0244605	0.111	0.554	0.676191	0.0587974	0.141
744800	0.5697	0.694992	0.0218055	0.12	0.5402	0.664169	0.0314976	0.137	0.5435	0.680986	0.0562543	0.147
744900	0.5933	0.702273	0.0141464	0.111	0.5792	0.672807	0.0350071	0.115	0.5747	0.635706	0.0413076	0.082
745000	0.586	0.700575	0.01006	0.114	0.5576	0.667305	0.0292984	0.133	0.5283	0.633572	0.0436209	0.123
745100	0.5714	0.700935	0.0114688	0.134	0.5377	0.678682	0.0305111	0.147	0.5453	0.626455	0.0451682	0.087
745200	0.5558	0.696874	0.0108437	0.143	0.5525	0.686308	0.0208761	0.111	0.5381	0.664496	0.0624656	0.147
745300	0.5541	0.688835	0.0158787	0.144	0.5529	0.6884	0.0220473	0.137	0.5427	0.665446	0.0605462	0.138
745400	0.5906	0.687105	0.0211047	0.117	0.5487	0.689175	0.0226769	0.15	0.5431	0.65808	0.0556231	0.132
745500	0.5787	0.680488	0.0227642	0.121	0.5541	0.685961	0.0212777	0.132	0.5296	0.65275	0.0626199	0.117
745600	0.5547	0.687718	0.0284542	0.166	0.5593	0.680976	0.0255613	0.115	0.5084	0.621335	0.0508339	0.138
745700	0.5571	0.687537	0.0333724	0.151	0.5756	0.684947	0.0298551	0.124	0.5019	0.605813	0.0342105	0.135
745800	0.5745	0.694172	0.0366363	0.131	0.5792	0.703788	0.032926	0.137	0.5269	0.60262	0.0199901	0.113
745900	0.5711	0.682076	0.0336489	0.138	0.5596	0.693803	0.0231682	0.133	0.5318	0.603241	0.0216802	0.108
746000	0.5718	0.66494	0.0378636	0.112	0.5086	0.689702	0.0176853	0.185	0.5326	0.59838	0.0220615	0.095
746100	0.5343	0.673733	0.0329374	0.158	0.5604	0.692287	0.0179118	0.134	0.5151	0.595296	0.0219833	0.123
746200	0.5592	0.68569	0.0358268	0.106	0.5756	0.693819	0.0173768	0.117	0.5099	0.59957	0.0250362	0.133
746300	0.5608	0.683263	0.0456653	0.121	0.5651	0.687893	0.00957497	0.121	0.5409	0.619517	0.0302801	0.109
746400	0.5632	0.668754	0.0476578	0.116	0.5846	0.68707	0.0124513	0.096	0.534	0.638904	0.0173269	0.128
746500	0.5656	0.663595	0.0556048	0.129	0.5686	0.687672	0.0154023	0.109	0.5761	0.652714	0.0240545	0.083
746600	0.5603	0.690348	0.0585622	0.136	0.5637	0.678916	0.0121506	0.127	0.5755	0.663069	0.0277738	0.105
746700	0.5318	0.700374	0.0551514	0.185	0.5903	0.677011	0.0181427	0.099	0.5683	0.665627	0.0261571	0.1
746800	0.5948	0.725193	0.044495	0.119	0.5682	0.673047	0.0199639	0.117	0.5536	0.663488	0.0223785	0.132
746900	0.5951	0.715611	0.0435992	0.137	0.5446	0.653476	0.0302057	0.145	0.564	0.666518	0.0260206	0.125
747000	0.5743	0.689679	0.0596771	0.161	0.5523	0.643988	0.0316954	0.101	0.547	0.658084	0.024939	0.087
747100	0.5558	0.678942	0.0642323	0.126	0.5145	0.650053	0.0355726	0.163	0.5379	0.685457	0.0238128	0.143
747200	0.5403	0.682757	0.0657724	0.161	0.553	0.645542	0.0344427	0.109	0.5869	0.683101	0.0282546	0.116
747300	0.5586	0.668501	0.048314	0.121	0.5543	0.643048	0.036808	0.115	0.5541	0.680739	0.0365817	0.114
747400	0.5664	0.664079	0.0463035	0.122	0.5119	0.641898	0.036082	0.131	0.5883	0.68032	0.0378745	0.079
747500	0.5394	0.683349	0.0605954	0.162	0.5322	0.632811	0.0388087	0.116	0.5519	0.68275	0.0271368	0.13
747600	0.5368	0.658971	0.070517	0.147	0.5437	0.653436	0.0392707	0.124	0.5566	0.691275	0.023831	0.133
747700	0.5558	0.622815	0.0571863	0.077	0.5539	0.649888	0.0449397	0.104	0.5473	0.674039	0.0249524	0.103
747800	0.5405	0.626244	0.0402458	0.119	0.5414	0.644346	0.0455249	0.127	0.5722	0.672606	0.0159292	0.118
747900	0.5272	0.640428	0.0682166	0.134	0.5454	0.61937	0.0445055	0.1	0.5525	0.664471	0.0180783	0.117
748000	0.5375	0.632994	0.055706	0.125	0.5515	0.636492	0.0576746	0.098	0.5558	0.666196	0.0197188	0.129
748100	0.5284	0.633444	0.0609501	0.116	0.5537	0.649709	0.065113	0.116	0.5787	0.668758	0.0206423	0.094
748200	0.5343	0.649864	0.0638888	0.127	0.5713	0.656303	0.0644614	0.083	0.5565	0.666898	0.0223633	0.147
748300	0.5516	0.665171	0.0645698	0.126	0.548	0.646687	0.0520373	0.113	0.5516	0.667	0.0196365	0.128
748400	0.566	0.678482	0.0730256	0.119	0.5041	0.635766	0.0472102	0.148	0.5637	0.67069	0.0188804	0.123
748500	0.5789	0.671443	0.070097	0.108	0.5304	0.601797	0.0466056	0.087	0.5566	0.667377	0.0311426	0.119
748600	0.5493	0.661729	0.0665752	0.127	0.5037	0.615888	0.0320673	0.137	0.5511	0.65569	0.0372374	0.119
748700	0.5245	0.640604	0.0529241	0.158	0.562	0.61693	0.0233416	0.071	0.5801	0.663516	0.0305974	0.093
748800	0.5484	0.641594	0.0663456	0.121	0.5488	0.621405	0.0267837	0.104	0.5595	0.664099	0.0176822	0.107
748900	0.5328	0.640256	0.0803449	0.125	0.5288	0.61705	0.0276715	0.146	0.5612	0.664315	0.0227784	0.113
749000	0.556	0.65982	0.0840723	0.122	0.5465	0.62445	0.0275766	0.085	0.5726	0.666404	0.0267506	0.114
749100	0.5649	0.663895	0.0823605	0.106	0.5247	0.61781	0.0303935	0.15	0.5986	0.676376	0.0294554	0.097
749200	0.5386	0.622649	0.0653631	0.109	0.5489	0.625093	0.028057	0.127	0.5594	0.681567	0.0300174	0.144
749300	0.5362	0.609397	0.0551453	0.112	0.5413	0.630259	0.0257526	0.116	0.5333	0.684065	0.0273974	0.15
749400	0.5062	0.612416	0.0678991	0.115	0.5083	0.619852	0.0298056	0.123	0.5686	0.695984	0.0304938	0.157
749500	0.5887	0.626386	0.0655224	0.055	0.5471	0.619864	0.0288893	0.103	0.5658	0.674236	0.0254757	0.137
749600	0.5202	0.649773	0.0660301	0.164	0.5388	0.608012	0.0211565	0.107	0.5698	0.678168	0.040372	0.122
749700	0.5745	0.701784	0.0567243	0.115	0.5502	0.610479	0.0238185	0.08	0.5785	0.677876	0.0392175	0.115
749800	0.5553	0.670036	0.0591773	0.149	0.5232	0.624855	0.0271492	0.137	0.5659	0.692647	0.0341185	0.135
749900	0.5753	0.655702	0.0440964	0.085	0.55	0.642547	0.0252222	0.092	0.5745	0.687452	0.0375353	0.134
750000	0.5737	0.685066	0.0480124	0.11	0.5436	0.633253	0.0362574	0.082	0.5703	0.688757	0.0390833	0.114
750100	0.5615	0.674873	0.0482766	0.112	0.5389	0.632115	0.0359282	0.132	0.5706	0.681825	0.0396719	0.121
750200	0.5868	0.678373	0.0522832	0.091	0.5481	0.620932	0.0387017	0.11	0.5972	0.686493	0.0390668	0.112
750300	0.5481	0.677099	0.0497819	0.146	0.5388	0.628079	0.0376861	0.116	0.6017	0.696125	0.0380839	0.104
750400	0.5551	0.674006	0.055173	0.13	0.546	0.628952	0.0392999	0.113	0.5909	0.703044	0.0244118	0.129
750500	0.5406	0.659659	0.0508493	0.13	0.5206	0.641562	0.0447243	0.145	0.5495	0.696306	0.0261702	0.156
750600	0.5446	0.66109	0.0511593	0.122	0.5503	0.655415	0.0333802	0.144	0.5702	0.705234	0.0284795	0.129
750700	0.5837	0.685127	0.0557242	0.088	0.5659	0.664605	0.0326606	0.12	0.5737	0.697561	0.0347105	0.128
750800	0.5288	0.690561	0.0507307	0.144	0.542	0.646575	0.0377394	0.127	0.5613	0.695022	0.0370874	0.141
750900	0.5751	0.683776	0.0509483	0.116	0.5207	0.617072	0.026999	0.111	0.5982	0.711658	0.0335543	0.099
751000	0.5629	0.678683	0.0417638	0.142	0.5211	0.616555	0.0265932	0.119	0.5397	0.71136	0.0373718	0.157
751100	0.5413	0.673933	0.0391944	0.134	0.5415	0.614559	0.0281998	0.091	0.5793	0.711804	0.0439245	0.133
751200	0.5748	0.661624	0.0380093	0.104	0.5237	0.601657	0.0186831	0.106	0.5579	0.704646	0.0520378	0.165
751300	0.5672	0.660514	0.022752	0.121	0.5566	0.611753	0.0243881	0.098	0.5511	0.670668	0.0566151	0.143
751400	0.5671	0.664707	0.0126871	0.139	0.5359	0.614968	0.0317085	0.092	0.5735	0.664951	0.0486277	0.111
751500	0.6138	0.671577	0.0176017	0.066	0.5253	0.591902	0.0298384	0.096	0.557	0.652899	0.0592459	0.108
751600	0.5713	0.673579	0.0210461	0.117	0.5334	0.602398	0.038858	0.092	0.5286	0.656127	0.0719829	0.163
751700	0.55	0.664606	0.0185233	0.114	0.5086	0.619146	0.0454885	0.124	0.5597	0.676747	0.083647	0.123
751800	0.5427	0.663276	0.0208549	0.134	0.537	0.61846	0.0525581	0.103	0.5604	0.668022	0.0829209	0.134
751900	0.5252	0.657298	0.0234294	0.149	0.5472	0.613837	0.0516285	0.09	0.5245	0.684557	0.091027	0.168
752000	0.5903	0.665372	0.0159259	0.074	0.552	0.632345	0.0577514	0.105	0.5791	0.693691	0.0981204	0.122
752100	0.5494	0.65818	0.0185753	0.119	0.5253	0.642686	0.0587299	0.156	0.5632	0.683682	0.0950233	0.154
752200	0.5442	0.662299	0.0132824	0.138	0.5818	0.654214	0.0527154	0.092	0.5564	0.667996	0.0869669	0.125
752300	0.5292	0.66221	0.0126686	0.154	0.5619	0.667845	0.0350848	0.13	0.5704	0.682098	0.0877482	0.138
752400	0.5562	0.663694	0.0137341	0.13	0.5616	0.678138	0.027421	0.129	0.5911	0.667437	0.0757693	0.085
752500	0.5565	0.665721	0.0201521	0.097	0.5538	0.670932	0.043393	0.135	0.5665	0.663278	0.0887512	0.104
752600	0.552	0.670437	0.0311796	0.125	0.552	0.659866	0.0412599	0.128	0.5803	0.685763	0.0566935	0.122
752700	0.5463	0.676004	0.0327846	0.141	0.5483	0.694599	0.0243182	0.146	0.5908	0.702556	0.0578823	0.123
752800	0.5788	0.683747	0.026496	0.089	0.5795	0.693717	0.0205343	0.122	0.5435	0.703094	0.0489446	0.156
752900	0.5677	0.689825	0.023847	0.145	0.5659	0.692017	0.0281883	0.118	0.5311	0.704718	0.0540354	0.181
753000	0.5582	0.679544	0.0294352	0.126	0.5508	0.693607	0.0234949	0.154	0.5527	0.697577	0.0503199	0.128
753100	0.5559	0.659689	0.024677	0.111	0.5563	0.689829	0.0216992	0.144	0.5739	0.681487	0.0536327	0.126
753200	0.5196	0.663242	0.0270587	0.163	0.5923	0.69737	0.0255055	0.119	0.5681	0.704615	0.0541265	0.157
753300	0.5759	0.659263	0.0188884	0.099	0.5741	0.692741	0.0280111	0.111	0.5805	0.68686	0.0538597	0.118
753400	0.5368	0.647925	0.0100737	0.119	0.5614	0.680222	0.0275024	0.13	0.5558	0.686399	0.0528911	0.138
753500	0.5429	0.649683	0.0116624	0.102	0.5587	0.683628	0.0254399	0.124	0.5602	0.689567	0.061086	0.138
753600	0.5369	0.645651	0.0131866	0.132	0.5642	0.680047	0.00953079	0.13	0.5848	0.708028	0.0737622	0.115
753700	0.5357	0.645758	0.0100171	0.146	0.5413	0.679396	0.0141211	0.163	0.5594	0.716838	0.0712753	0.17
753800	0.5761	0.649751	0.00973692	0.092	0.5773	0.677828	0.0184351	0.128	0.5563	0.66262	0.0371599	0.122
753900	0.5506	0.653751	0.013943	0.128	0.559	0.681333	0.0303637	0.113	0.5267	0.667196	0.026587	0.155
754000	0.5555	0.649725	0.016932	0.101	0.5941	0.681344	0.0265695	0.102	0.5527	0.663551	0.0183802	0.111
754100	0.5316	0.636341	0.0190242	0.147	0.5345	0.682136	0.0240076	0.158	0.545	0.666128	0.0192275	0.152
754200	0.5469	0.64301	0.0177122	0.105	0.5848	0.679608	0.0318744	0.097	0.5436	0.673581	0.0282541	0.151
754300	0.5363	0.641099	0.0216883	0.142	0.5534	0.686406	0.0382448	0.149	0.574	0.667647	0.024064	0.114
754400	0.5375	0.636951	0.0213405	0.134	0.5497	0.684249	0.0375143	0.152	0.5676	0.670693	0.0195614	0.12
754500	0.5029	0.636643	0.0223468	0.167	0.5416	0.673036	0.0271376	0.166	0.5401	0.66793	0.0179628	0.133
754600	0.5543	0.639157	0.0258809	0.109	0.569	0.666319	0.022179	0.102	0.5537	0.658716	0.0174976	0.135
754700	0.557	0.646236	0.0189312	0.099	0.5478	0.672845	0.0273939	0.111	0.5623	0.655187	0.0164407	0.094
754800	0.5258	0.641001	0.0181483	0.156	0.5481	0.671448	0.0283073	0.117	0.5515	0.654113	0.0230792	0.11
754900	0.5527	0.637541	0.0203319	0.099	0.5651	0.668189	0.0251463	0.115	0.5618	0.663537	0.0304958	0.104
755000	0.5694	0.642631	0.0260455	0.095	0.566	0.666404	0.0251822	0.101	0.5692	0.667311	0.035166	0.103
755100	0.5369	0.646827	0.0191541	0.142	0.558	0.672011	0.0226975	0.115	0.5496	0.656955	0.0434051	0.11
755200	0.5389	0.636972	0.0222162	0.134	0.591	0.662807	0.0315933	0.084	0.5624	0.662913	0.0369995	0.1
755300	0.5562	0.636286	0.0215533	0.115	0.5374	0.659033	0.0397766	0.13	0.5432	0.648293	0.0347184	0.126
755400	0.5288	0.641225	0.0292468	0.129	0.5497	0.65953	0.0440054	0.109	0.5501	0.669229	0.0462812	0.131
755500	0.5306	0.638986	0.0264114	0.114	0.5477	0.659548	0.0392842	0.12	0.5448	0.659689	0.044653	0.127
755600	0.5388	0.633609	0.014044	0.127	0.5333	0.682211	0.0261964	0.15	0.5503	0.653548	0.0437042	0.129
755700	0.5281	0.630703	0.0157827	0.108	0.5825	0.668665	0.0311803	0.103	0.5479	0.646694	0.0353174	0.108
755800	0.5464	0.634449	0.019892	0.117	0.5307	0.677535	0.0290393	0.162	0.5695	0.648317	0.0321518	0.105
755900	0.5347	0.620228	0.0224781	0.106	0.5951	0.684643	0.0357835	0.107	0.568	0.63981	0.0388842	0.076
756000	0.5337	0.62371	0.0270772	0.138	0.596	0.672611	0.0335002	0.1	0.5482	0.626128	0.0487984	0.104
756100	0.5513	0.634363	0.0289601	0.088	0.5809	0.67372	0.0301203	0.127	0.5639	0.623975	0.0532084	0.099
756200	0.5498	0.631257	0.0336418	0.086	0.5419	0.679386	0.0355777	0.145	0.5834	0.630844	0.0495473	0.066
756300	0.5523	0.642008	0.030779	0.108	0.5708	0.666567	0.0273873	0.112	0.564	0.656135	0.0522094	0.124
756400	0.5561	0.654132	0.032619	0.123	0.5379	0.657024	0.0252122	0.125	0.5657	0.67843	0.0399373	0.107
756500	0.5437	0.642828	0.0240288	0.12	0.5565	0.665169	0.0335912	0.12	0.5668	0.683261	0.0363529	0.118
756600	0.556	0.638467	0.0198065	0.105	0.5393	0.66359	0.0349859	0.141	0.563	0.677872	0.0282009	0.114
756700	0.5491	0.640329	0.0220591	0.122	0.5592	0.677692	0.0443928	0.129	0.5566	0.673827	0.0202287	0.133
756800	0.5692	0.643614	0.0208105	0.078	0.5524	0.69311	0.0473234	0.141	0.5486	0.684977	0.0251863	0.153
756900	0.5556	0.64291	0.0189662	0.096	0.4892	0.675807	0.0410483	0.206	0.5644	0.681176	0.0261133	0.138
757000	0.5666	0.643714	0.0138148	0.099	0.5829	0.679304	0.0362045	0.104	0.5882	0.694494	0.0333458	0.095
757100	0.5437	0.649205	0.0133152	0.118	0.548	0.677502	0.0327107	0.139	0.567	0.693193	0.0276544	0.127
757200	0.5572	0.648544	0.0183158	0.095	0.5738	0.666195	0.0273998	0.118	0.5516	0.695513	0.0309138	0.149
757300	0.5337	0.651385	0.027538	0.134	0.5828	0.677173	0.0191062	0.11	0.5948	0.70755	0.0294879	0.124
757400	0.5932	0.651579	0.032133	0.069	0.5851	0.685375	0.0123578	0.108	0.5703	0.704627	0.0337928	0.154
757500	0.5535	0.649115	0.040363	0.103	0.5837	0.684602	0.00770348	0.111	0.5637	0.703991	0.0321225	0.149
757600	0.5559	0.645219	0.0452668	0.125	0.5541	0.683775	0.0100621	0.134	0.5916	0.700804	0.0374508	0.116
757700	0.5406	0.640964	0.0562518	0.131	0.5811	0.686877	0.0150436	0.119	0.5346	0.681538	0.0496124	0.145
757800	0.5782	0.643516	0.0511092	0.088	0.6054	0.685982	0.0214151	0.08	0.5694	0.67477	0.0441058	0.129
757900	0.5413	0.635685	0.0446425	0.115	0.5548	0.684054	0.0274713	0.12	0.5343	0.672356	0.0361871	0.159
758000	0.565	0.643908	0.0423443	0.092	0.5576	0.688622	0.0276233	0.138	0.5499	0.667525	0.0435397	0.136
758100	0.5504	0.642016	0.0557949	0.109	0.5669	0.70115	0.0319809	0.139	0.5595	0.663536	0.0474519	0.106
758200	0.5448	0.658739	0.051803	0.116	0.5659	0.689939	0.0338387	0.098	0.5646	0.655818	0.0388069	0.126
758300	0.5589	0.652866	0.0491199	0.106	0.576	0.682533	0.03415	0.125	0.5539	0.654694	0.0362978	0.125
758400	0.5561	0.654463	0.0515223	0.107	0.5477	0.679711	0.0350386	0.134	0.567	0.661048	0.0339821	0.113
758500	0.5267	0.676505	0.0510826	0.164	0.5791	0.667656	0.0333576	0.103	0.5713	0.647568	0.024198	0.082
758600	0.5323	0.697462	0.045206	0.162	0.5674	0.662167	0.0351364	0.115	0.5317	0.643045	0.0278512	0.148
758700	0.543	0.667608	0.0487606	0.152	0.5758	0.685312	0.0343272	0.124	0.5882	0.66232	0.0330607	0.081
758800	0.5633	0.681313	0.0513787	0.111	0.5358	0.675229	0.0367483	0.157	0.5867	0.662128	0.0330172	0.106
758900	0.5823	0.674878	0.0510664	0.116	0.5626	0.671632	0.0288477	0.116	0.545	0.649066	0.0193882	0.144
759000	0.5631	0.676388	0.0432979	0.134	0.5518	0.675835	0.0306261	0.132	0.5817	0.663474	0.029821	0.106
759100	0.5797	0.669393	0.0407148	0.098	0.552	0.67034	0.0390882	0.135	0.5628	0.658237	0.0170606	0.101
759200	0.5549	0.662746	0.034845	0.134	0.5644	0.677274	0.0257037	0.118	0.55	0.665029	0.014821	0.137
759300	0.5468	0.66438	0.0325804	0.125	0.531	0.683553	0.0194264	0.173	0.5829	0.664119	0.0136624	0.099
759400	0.575	0.655818	0.0260593	0.091	0.5749	0.676797	0.0212888	0.12	0.5589	0.666152	0.0119156	0.101
759500	0.5458	0.682204	0.0265224	0.132	0.57	0.680255	0.00876896	0.137	0.5568	0.668122	0.013117	0.103
759600	0.6051	0.691647	0.0165376	0.071	0.5968	0.679994	0.0130262	0.107	0.5451	0.670043	0.0136792	0.141
759700	0.544	0.692437	0.0142849	0.158	0.5388	0.690291	0.0106812	0.135	0.5726	0.665366	0.0133696	0.11
759800	0.5674	0.692903	0.0113538	0.129	0.5499	0.690765	0.0141497	0.138	0.5518	0.666157	0.0127498	0.126
759900	0.539	0.679311	0.0190356	0.173	0.5762	0.693518	0.0194701	0.132	0.5833	0.665409	0.0130066	0.112
760000	0.5731	0.679783	0.0235289	0.108	0.5621	0.698175	0.0152593	0.14	0.5436	0.672183	0.0109308	0.132
760100	0.5157	0.678542	0.0187725	0.185	0.5706	0.701294	0.0160313	0.138	0.5541	0.667815	0.0160065	0.121
760200	0.5752	0.673642	0.019746	0.12	0.5693	0.689441	0.0204867	0.151	0.5707	0.670353	0.0160276	0.113
760300	0.5742	0.67651	0.0194332	0.102	0.5485	0.699459	0.0216347	0.159	0.5666	0.670617	0.0189004	0.1
760400	0.5443	0.667299	0.0155718	0.12	0.5361	0.710169	0.020758	0.188	0.5406	0.657444	0.0254098	0.126
760500	0.5929	0.672729	0.0115962	0.085	0.5509	0.704266	0.022522	0.17	0.5668	0.659166	0.0236775	0.125
760600	0.5712	0.675064	0.0155766	0.134	0.551	0.699023	0.0305343	0.137	0.5427	0.661073	0.015432	0.138
760700	0.5389	0.671422	0.0157249	0.144	0.522	0.693328	0.0259607	0.203	0.5446	0.664333	0.0173058	0.128
760800	0.5161	0.670009	0.0154576	0.176	0.54	0.689711	0.0241732	0.169	0.553	0.653856	0.0177099	0.11
760900	0.5708	0.655972	0.0172728	0.105	0.5306	0.690761	0.0206689	0.163	0.5073	0.649449	0.0194783	0.145
761000	0.5719	0.656119	0.0206694	0.103	0.5609	0.673028	0.0209977	0.119	0.5353	0.634134	0.0161511	0.119
761100	0.5597	0.65452	0.0184865	0.101	0.5815	0.671697	0.0217632	0.104	0.5255	0.63395	0.0185008	0.142
761200	0.6046	0.657699	0.0212028	0.094	0.5449	0.668701	0.0275637	0.128	0.5582	0.634437	0.0191124	0.117
761300	0.5282	0.659365	0.0252474	0.128	0.5321	0.662857	0.0317795	0.161	0.5555	0.629997	0.0200201	0.104
761400	0.5618	0.671256	0.0304026	0.14	0.542	0.648457	0.0261172	0.12	0.5532	0.638566	0.0231475	0.1
761500	0.5526	0.670107	0.0359932	0.141	0.5607	0.653678	0.0264091	0.097	0.5459	0.636866	0.0326242	0.129
761600	0.566	0.668323	0.0269451	0.123	0.5491	0.648911	0.0234747	0.101	0.5333	0.645657	0.040644	0.142
761700	0.5631	0.658106	0.0300481	0.092	0.5704	0.648356	0.0294558	0.1	0.5627	0.643106	0.0392803	0.092
761800	0.517	0.657962	0.0282999	0.157	0.5694	0.645759	0.0298781	0.094	0.5374	0.658866	0.0388249	0.147
761900	0.5499	0.662334	0.0351391	0.122	0.5365	0.636661	0.0197232	0.105	0.5438	0.665008	0.030637	0.151
762000	0.5584	0.662131	0.0379407	0.126	0.5335	0.646877	0.0168619	0.156	0.5665	0.666835	0.0357101	0.123
762100	0.5262	0.654266	0.0270459	0.128	0.5234	0.646431	0.016671	0.141	0.5505	0.667137	0.0274713	0.132
762200	0.5565	0.667968	0.0164121	0.104	0.5408	0.653308	0.0125428	0.124	0.5455	0.667023	0.0229004	0.139
762300	0.5428	0.664984	0.0138064	0.136	0.5602	0.651921	0.0155888	0.116	0.5681	0.671161	0.0115289	0.109
762400	0.5581	0.66862	0.0145165	0.102	0.5377	0.655762	0.0158364	0.146	0.5453	0.677807	0.0130963	0.136
762500	0.5264	0.657778	0.0215234	0.139	0.581	0.660798	0.0175763	0.088	0.5378	0.680691	0.0138209	0.146
762600	0.5524	0.658549	0.0189054	0.103	0.5301	0.656356	0.0169699	0.158	0.5973	0.68091	0.0166375	0.105
762700	0.5572	0.656498	0.0204074	0.101	0.5455	0.653714	0.0173749	0.126	0.5594	0.673801	0.016995	0.131
762800	0.5386	0.665529	0.0269928	0.17	0.5524	0.661127	0.0134546	0.097	0.5696	0.677598	0.0236082	0.121
762900	0.5416	0.685563	0.016463	0.158	0.5496	0.664136	0.0153727	0.118	0.5831	0.674122	0.0225209	0.104
763000	0.5922	0.690427	0.0215274	0.101	0.5209	0.661965	0.0156218	0.14	0.5723	0.676854	0.0288256	0.123
763100	0.5804	0.690424	0.0194605	0.123	0.5529	0.663665	0.0203245	0.126	0.582	0.681137	0.0297248	0.106
763200	0.549	0.697035	0.0213205	0.158	0.537	0.656408	0.0146061	0.137	0.528	0.681219	0.0256868	0.146
763300	0.5472	0.687367	0.0286492	0.133	0.5587	0.654308	0.0109595	0.104	0.5762	0.680764	0.0154545	0.106
763400	0.5468	0.686855	0.0233761	0.145	0.5688	0.656428	0.0169753	0.094	0.5362	0.679216	0.018487	0.144
763500	0.5802	0.687092	0.0326765	0.12	0.5801	0.658638	0.0219519	0.103	0.5575	0.674221	0.0200549	0.129
763600	0.5502	0.67898	0.0319587	0.133	0.5419	0.667003	0.0188482	0.15	0.535	0.671554	0.0191936	0.156
763700	0.5904	0.691515	0.0324883	0.108	0.5443	0.66653	0.0125601	0.145	0.5757	0.683353	0.027745	0.135
763800	0.5816	0.699001	0.0336831	0.119	0.5547	0.662604	0.0148661	0.121	0.5621	0.681213	0.0278696	0.118
763900	0.5499	0.667596	0.0305025	0.135	0.5522	0.6578	0.0195484	0.129	0.5707	0.685555	0.0251917	0.102
764000	0.5525	0.66552	0.0255303	0.127	0.5935	0.661295	0.0280056	0.086	0.573	0.67776	0.0215269	0.121
764100	0.5543	0.665923	0.0209825	0.097	0.5862	0.679385	0.0292421	0.114	0.5546	0.671381	0.025979	0.158
764200	0.5651	0.693328	0.0325982	0.148	0.5428	0.689494	0.0263843	0.141	0.6108	0.682123	0.0309591	0.079
764300	0.5755	0.684467	0.0275214	0.127	0.5663	0.680877	0.0278181	0.106	0.5438	0.675974	0.0401506	0.15
764400	0.5357	0.674425	0.0293703	0.136	0.5281	0.667539	0.0221043	0.171	0.5649	0.6873	0.030928	0.134
764500	0.5622	0.661159	0.02784	0.111	0.5756	0.666154	0.0180827	0.13	0.5797	0.677186	0.0298983	0.111
764600	0.563	0.669507	0.031008	0.136	0.5739	0.662066	0.0197208	0.089	0.5735	0.681915	0.0255052	0.093
764700	0.5504	0.6721	0.0407108	0.133	0.5241	0.651618	0.0153743	0.148	0.5658	0.68331	0.0258815	0.127
764800	0.5709	0.658556	0.0410239	0.094	0.5512	0.648888	0.0181576	0.11	0.5759	0.680485	0.0220771	0.115
764900	0.5541	0.678088	0.0337739	0.119	0.5182	0.642154	0.0193511	0.151	0.5992	0.686469	0.0161347	0.104
765000	0.5649	0.670787	0.0372406	0.126	0.536	0.640962	0.0256684	0.134	0.5818	0.684862	0.0148822	0.115
765100	0.5335	0.66415	0.0461954	0.143	0.5164	0.639802	0.0216573	0.125	0.5532	0.686696	0.0114166	0.152
765200	0.5472	0.662914	0.0500416	0.122	0.5659	0.650663	0.0233634	0.077	0.5635	0.68418	0.0113142	0.122
765300	0.5385	0.645448	0.0596419	0.128	0.5377	0.636964	0.0202462	0.115	0.598	0.687919	0.0187214	0.088
765400	0.5435	0.644229	0.0542905	0.111	0.5758	0.638706	0.021002	0.072	0.5353	0.686852	0.0160582	0.143
765500	0.5198	0.632872	0.0543978	0.129	0.5332	0.631775	0.0242826	0.124	0.5651	0.679332	0.0107283	0.118
765600	0.5271	0.618966	0.0611206	0.099	0.545	0.638148	0.0172728	0.095	0.5427	0.67567	0.0193758	0.141
765700	0.5424	0.647404	0.0726425	0.131	0.5438	0.639295	0.0158747	0.129	0.5336	0.673711	0.0193012	0.151
765800	0.5569	0.670422	0.070269	0.137	0.5436	0.640379	0.0142559	0.111	0.5579	0.67183	0.0183642	0.15
765900	0.5656	0.669371	0.0773031	0.108	0.5761	0.632737	0.0149672	0.081	0.551	0.665741	0.017957	0.125
766000	0.5656	0.657924	0.0756397	0.11	0.5224	0.638668	0.013592	0.137	0.531	0.659256	0.0214015	0.164
766100	0.5253	0.642506	0.0548718	0.13	0.5238	0.63686	0.014667	0.125	0.5672	0.668247	0.0216368	0.11
766200	0.5429	0.636321	0.0678011	0.134	0.5701	0.638348	0.0199501	0.099	0.5745	0.672293	0.021925	0.117
766300	0.5301	0.627817	0.0581042	0.119	0.5327	0.636521	0.0273652	0.125	0.5799	0.677756	0.0142381	0.11
766400	0.5547	0.661709	0.0836	0.132	0.5231	0.630487	0.0285603	0.153	0.5658	0.685545	0.0104499	0.141
766500	0.5465	0.660769	0.0938754	0.11	0.5398	0.655894	0.0282838	0.11	0.5653	0.684317	0.0122896	0.121
766600	0.5385	0.649354	0.0962932	0.143	0.5804	0.676113	0.0162177	0.102	0.5822	0.687357	0.0141905	0.109
766700	0.5304	0.638388	0.0973791	0.125	0.5582	0.673689	0.0156276	0.133	0.5484	0.68051	0.0162421	0.138
