Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal
3580	0.6318	0.362301	0.981839	0.983764	0.00913085	0.563	0.639532	0.312302	0.6555	0.996118	0.0393258	0.0421374	0.0174824	0.641	0.0054776	0.0318711	0.6879	0.714341	0.659711	0.6615	0.0157743	0.511	0.28646	0.298801
3590	0.6437	0.363803	0.981678	0.984516	0.00958999	0.546	0.63915	0.330915	0.6501	0.994062	0.0386111	0.0415819	0.0152552	0.638	0.00566014	0.0419331	0.6816	0.715536	0.653039	0.660009	0.0128024	0.467	0.286753	0.233135
3600	0.6583	0.36572	0.985593	0.984359	0.00783646	0.511	0.636968	0.353493	0.6598	0.99537	0.0420455	0.0430601	0.0169682	0.622	0.00525612	0.0351514	0.6768	0.702697	0.656036	0.656865	0.0139766	0.431	0.288584	0.198757
3610	0.6663	0.357957	0.985947	0.985654	0.00820524	0.506	0.637851	0.332304	0.7053	0.994405	0.040264	0.0397283	0.0156786	0.663	0.00518517	0.0349264	0.6807	0.705859	0.65604	0.658159	0.0129317	0.498	0.288674	0.190097
3620	0.6658	0.365637	0.988382	0.984279	0.00916613	0.518	0.633926	0.252959	0.688	0.994845	0.0389408	0.0364005	0.0141988	0.675	0.00457224	0.0363946	0.6775	0.709974	0.65665	0.657831	0.0132774	0.402	0.288296	0.183309
3630	0.6677	0.368605	0.98657	0.986339	0.00898102	0.526	0.630331	0.285794	0.6636	0.997401	0.032659	0.0342648	0.0159515	0.651	0.0042934	0.021883	0.6659	0.695858	0.650604	0.659015	0.0136505	0.349	0.289015	0.204121
3640	0.6328	0.363009	0.983218	0.985328	0.00947194	0.573	0.627627	0.248602	0.6811	0.996142	0.0297546	0.0321688	0.0155091	0.707	0.00447714	0.0237504	0.6755	0.705014	0.65897	0.660316	0.0133268	0.371	0.288076	0.201943
3650	0.6287	0.375768	0.986715	0.985926	0.00955324	0.553	0.627777	0.270295	0.6884	0.994143	0.029653	0.0318322	0.0144341	0.661	0.00527178	0.0346443	0.68	0.706944	0.664844	0.660458	0.0157412	0.364	0.28892	0.212978
3660	0.6482	0.368613	0.987168	0.986662	0.00889856	0.521	0.626248	0.270506	0.6909	0.9959	0.0337539	0.03382	0.0140909	0.679	0.00437382	0.0249301	0.6878	0.71385	0.668467	0.662821	0.0131425	0.441	0.286905	0.231974
3670	0.6785	0.389515	0.985361	0.98692	0.00937939	0.514	0.626959	0.284338	0.6405	0.994929	0.0344173	0.0346626	0.0151941	0.637	0.00525866	0.032562	0.6746	0.705444	0.658065	0.660672	0.0117238	0.359	0.28681	0.258412
3680	0.6592	0.370888	0.983015	0.985759	0.00973753	0.532	0.625151	0.299488	0.6505	0.993624	0.032493	0.0347957	0.0136113	0.638	0.00573703	0.0312016	0.6807	0.718933	0.65776	0.65922	0.0108287	0.427	0.285568	0.266983
3690	0.6701	0.376583	0.989353	0.98764	0.0090898	0.494	0.624603	0.28632	0.6831	0.993787	0.0348765	0.0324034	0.0131268	0.664	0.00521243	0.0233742	0.6783	0.71401	0.653072	0.657689	0.0120437	0.43	0.286263	0.309799
3700	0.6917	0.386735	0.984706	0.986537	0.0103826	0.474	0.624581	0.309875	0.6393	0.992994	0.0422043	0.0358133	0.0133187	0.634	0.00531366	0.0280083	0.6872	0.72037	0.661972	0.656324	0.0130645	0.434	0.285322	0.316373
3710	0.6394	0.378559	0.983759	0.985751	0.0117825	0.568	0.618813	0.342675	0.584	0.994921	0.0370629	0.034167	0.0147076	0.6	0.00594395	0.0396823	0.6885	0.72381	0.658178	0.654346	0.0146474	0.472	0.286461	0.413238
3720	0.6877	0.383806	0.984387	0.98439	0.0118478	0.493	0.61957	0.349454	0.6598	0.994316	0.0358166	0.0357169	0.0128982	0.646	0.005903	0.0476945	0.6907	0.711814	0.671673	0.659384	0.0144052	0.491	0.284456	0.435035
3730	0.6437	0.381883	0.981007	0.982678	0.0119844	0.551	0.614986	0.315853	0.6549	0.992604	0.0304843	0.0353844	0.0121479	0.644	0.00684049	0.0522888	0.6971	0.727728	0.658277	0.659152	0.014968	0.561	0.282671	0.407498
3740	0.6353	0.372232	0.982599	0.983034	0.0125866	0.573	0.611667	0.285226	0.6132	0.993884	0.0301266	0.0373896	0.0133941	0.664	0.00607934	0.0458154	0.6917	0.722046	0.651963	0.656406	0.0159376	0.566	0.277943	0.356886
3750	0.6807	0.37988	0.983936	0.986362	0.011087	0.532	0.61304	0.256385	0.6446	0.991366	0.0360882	0.0340093	0.0142184	0.649	0.00753171	0.0666263	0.6939	0.717658	0.66427	0.654812	0.0159986	0.55	0.278234	0.392399
3760	0.6154	0.388245	0.987599	0.985436	0.0114181	0.594	0.610113	0.224862	0.6713	0.993534	0.0316418	0.031099	0.0153197	0.658	0.00776493	0.0731086	0.6866	0.71608	0.642928	0.654996	0.0157247	0.585	0.275199	0.383644
3770	0.6576	0.383148	0.979783	0.981606	0.011545	0.519	0.607786	0.212402	0.6474	0.989441	0.0286517	0.0317699	0.0163449	0.621	0.00898152	0.0825723	0.6968	0.724359	0.651064	0.653651	0.0143352	0.616	0.27334	0.430655
3780	0.6292	0.387352	0.981572	0.98212	0.0128531	0.573	0.609773	0.257071	0.6322	0.988818	0.0352941	0.0299976	0.0171821	0.653	0.00946067	0.089181	0.6919	0.72356	0.649415	0.652122	0.014499	0.591	0.275752	0.382923
3790	0.6557	0.407218	0.982407	0.981388	0.0128679	0.575	0.608834	0.238313	0.6434	0.990016	0.0245125	0.0305618	0.019198	0.635	0.010434	0.0893305	0.7011	0.73022	0.666079	0.653604	0.0161156	0.518	0.272747	0.421938
3800	0.6666	0.398155	0.984279	0.981928	0.0110019	0.517	0.608827	0.252186	0.6219	0.986731	0.0316754	0.0322294	0.0202373	0.638	0.0110394	0.0848795	0.6877	0.717885	0.655	0.652791	0.0147356	0.543	0.272422	0.497383
3810	0.6756	0.40113	0.986354	0.982356	0.0112525	0.513	0.608473	0.195626	0.6631	0.989242	0.03	0.0265846	0.0222166	0.652	0.012555	0.0788224	0.6821	0.714928	0.640991	0.656147	0.0144472	0.545	0.271907	0.507423
3820	0.6474	0.3947	0.976959	0.979797	0.0119074	0.519	0.605988	0.184515	0.6335	0.986867	0.0266304	0.0272636	0.0183755	0.638	0.0136653	0.096055	0.692	0.727381	0.656048	0.651506	0.0154193	0.506	0.271317	0.394635
3830	0.6983	0.390316	0.976952	0.976299	0.0114053	0.454	0.602041	0.158777	0.6593	0.985952	0.0195266	0.0212294	0.0142878	0.671	0.0123881	0.0894643	0.6828	0.730923	0.650584	0.650479	0.016164	0.386	0.269083	0.394073
3840	0.6865	0.402947	0.980448	0.977382	0.0110778	0.479	0.600307	0.133565	0.6751	0.989333	0.0224615	0.0179477	0.0111134	0.684	0.0108932	0.0693265	0.6858	0.732861	0.6513	0.651609	0.0148693	0.434	0.269517	0.375966
3850	0.6517	0.378388	0.980396	0.979828	0.0115171	0.546	0.601795	0.171698	0.6178	0.990584	0.0197917	0.0187121	0.0101977	0.632	0.0102599	0.0744602	0.6907	0.731279	0.659075	0.653548	0.0170408	0.448	0.270166	0.37397
3860	0.669	0.397936	0.978373	0.978013	0.00984099	0.543	0.599953	0.138019	0.6504	0.989401	0.0180516	0.019325	0.0115501	0.659	0.00944595	0.085905	0.6917	0.725855	0.661654	0.650171	0.0189913	0.465	0.27128	0.404556
3870	0.6728	0.399046	0.97416	0.979562	0.0106825	0.533	0.599552	0.122826	0.6212	0.992545	0.0229765	0.0210116	0.0123374	0.591	0.00902301	0.0642692	0.6874	0.723695	0.651394	0.652835	0.024263	0.481	0.271339	0.40947
3880	0.6916	0.410236	0.982114	0.980556	0.0115532	0.532	0.597933	0.168881	0.6607	0.991074	0.0165192	0.0193051	0.0115257	0.65	0.00846839	0.0690516	0.691	0.733705	0.656341	0.657735	0.0242842	0.423	0.271034	0.395885
3890	0.7026	0.401875	0.980192	0.979642	0.0125655	0.504	0.597565	0.215179	0.6455	0.991149	0.0202247	0.020843	0.010811	0.638	0.00849487	0.0668087	0.6797	0.71566	0.650633	0.652976	0.0240322	0.446	0.268614	0.364135
3900	0.6607	0.397632	0.980931	0.980081	0.0116835	0.552	0.597781	0.266254	0.666	0.990526	0.021791	0.0198806	0.010286	0.683	0.00853414	0.067091	0.6867	0.72256	0.65603	0.654386	0.0256292	0.477	0.265206	0.336345
3910	0.6773	0.410377	0.978298	0.977405	0.0127392	0.531	0.594838	0.260383	0.6637	0.990937	0.0227811	0.0229347	0.0115425	0.645	0.00869398	0.0782477	0.6934	0.746522	0.648148	0.653786	0.0207965	0.471	0.263514	0.326979
3920	0.6788	0.418165	0.977468	0.977678	0.0135039	0.534	0.592621	0.258052	0.685	0.991533	0.0184127	0.0225395	0.0115871	0.688	0.00791402	0.0737078	0.6964	0.733888	0.661657	0.648852	0.0183605	0.492	0.262706	0.320185
3930	0.6453	0.412095	0.976755	0.977683	0.0128185	0.573	0.592054	0.265386	0.6533	0.991846	0.0245714	0.0220198	0.00969488	0.668	0.00660801	0.0682265	0.6919	0.736401	0.649315	0.644933	0.0167711	0.464	0.261163	0.344346
3940	0.6778	0.40687	0.97605	0.977278	0.0114347	0.502	0.593755	0.293714	0.6414	0.994357	0.019337	0.0200802	0.00985321	0.651	0.00642359	0.0638159	0.6895	0.736211	0.647238	0.647003	0.0178769	0.48	0.260752	0.369748
3950	0.655	0.40125	0.977955	0.976006	0.0131755	0.522	0.591729	0.347528	0.651	0.994145	0.0165242	0.0172836	0.0107672	0.662	0.00671665	0.0953924	0.6976	0.752731	0.647519	0.646739	0.0167621	0.445	0.259789	0.430751
3960	0.6636	0.414079	0.973543	0.973982	0.0151833	0.544	0.590774	0.374945	0.6752	0.989808	0.0157895	0.0181036	0.0109417	0.649	0.0073228	0.111953	0.6835	0.753639	0.64213	0.649734	0.0184093	0.357	0.256298	0.313265
3970	0.7045	0.408632	0.97219	0.973023	0.0170295	0.453	0.595556	0.404454	0.6364	0.993543	0.0150685	0.0190453	0.0116847	0.636	0.00557008	0.0731295	0.6783	0.745695	0.64914	0.648346	0.0191592	0.327	0.25359	0.302614
3980	0.6794	0.4197	0.975803	0.973964	0.0171054	0.502	0.59426	0.395284	0.6443	0.99486	0.0156425	0.0197202	0.0128685	0.624	0.00484067	0.0601846	0.6789	0.741783	0.643682	0.648604	0.019659	0.368	0.253511	0.393454
3990	0.6671	0.40537	0.974348	0.976014	0.0186023	0.549	0.59078	0.39316	0.6534	0.994599	0.0252841	0.0229044	0.0134427	0.649	0.00472186	0.0557833	0.6867	0.750483	0.641638	0.648823	0.018562	0.412	0.252672	0.454359
4000	0.662	0.414057	0.980137	0.977257	0.0185893	0.547	0.588794	0.3914	0.6496	0.997045	0.0238095	0.0261537	0.0122471	0.65	0.00443832	0.0702627	0.6999	0.742557	0.652941	0.64584	0.0164957	0.499	0.253135	0.46303
4010	0.6435	0.397043	0.976941	0.977608	0.0169634	0.574	0.586987	0.302343	0.6576	0.995538	0.03	0.0238067	0.0111298	0.626	0.00409142	0.0428743	0.7022	0.747559	0.646085	0.646393	0.0171708	0.535	0.251649	0.615029
4020	0.6375	0.411577	0.970792	0.973238	0.017047	0.592	0.583477	0.373117	0.6524	0.995504	0.0290141	0.0246575	0.0115105	0.641	0.00491735	0.0581759	0.7044	0.745664	0.650805	0.645156	0.0173719	0.561	0.246907	0.500727
4030	0.6219	0.428395	0.978125	0.974292	0.0164619	0.632	0.578558	0.481686	0.6617	0.995274	0.0255814	0.0276256	0.0136336	0.65	0.00441002	0.0665644	0.7172	0.764015	0.664831	0.649038	0.0202551	0.555	0.247015	0.373713
4040	0.6428	0.422483	0.967822	0.972925	0.016018	0.596	0.577818	0.541369	0.6639	0.994529	0.0277778	0.0285365	0.0134195	0.663	0.00373802	0.0622338	0.7042	0.754717	0.658126	0.651916	0.0207948	0.448	0.249917	0.382578
4050	0.6684	0.433688	0.972018	0.97526	0.0144562	0.585	0.572876	0.565291	0.6818	0.996746	0.0246914	0.0270621	0.0123928	0.663	0.00251073	0.0294146	0.697	0.754102	0.650091	0.653133	0.0205827	0.455	0.24631	0.343107
4060	0.6862	0.443993	0.971678	0.975024	0.0150182	0.511	0.569468	0.555685	0.6167	0.999178	0.0234694	0.0267355	0.0138408	0.612	0.00242663	0.023031	0.697	0.757468	0.657521	0.657589	0.0215532	0.409	0.246546	0.362012
4070	0.6354	0.422276	0.975844	0.973987	0.016755	0.594	0.561185	0.56897	0.7006	0.998415	0.0251634	0.0279222	0.0133262	0.679	0.00211291	0.0187654	0.7015	0.751963	0.662963	0.662237	0.0249092	0.434	0.243317	0.414305
4080	0.6552	0.436905	0.966748	0.969309	0.0176677	0.597	0.560146	0.571159	0.6947	0.997089	0.0309904	0.0344584	0.0130495	0.712	0.00336658	0.0335594	0.7074	0.761358	0.66719	0.661267	0.0256864	0.479	0.244652	0.426663
4090	0.6867	0.44684	0.966017	0.96596	0.016626	0.549	0.560289	0.683309	0.622	0.997049	0.0353846	0.0321508	0.012817	0.615	0.00309163	0.0359636	0.6986	0.749123	0.65625	0.658693	0.0250045	0.437	0.244277	0.358085
4100	0.6951	0.440232	0.967909	0.965963	0.0170657	0.506	0.558126	0.608431	0.6259	0.997083	0.0279373	0.0324816	0.012229	0.635	0.00363698	0.0346277	0.7005	0.754582	0.64833	0.65781	0.024679	0.499	0.242523	0.498959
4110	0.6728	0.438018	0.965618	0.967251	0.016615	0.56	0.556748	0.597236	0.6568	0.996296	0.0318182	0.0337961	0.0117907	0.643	0.00442844	0.0439778	0.7052	0.760373	0.653861	0.659227	0.0258761	0.472	0.240653	0.596084
4120	0.6874	0.445283	0.960426	0.963324	0.0165875	0.517	0.555912	0.600231	0.6642	0.996018	0.0397695	0.034634	0.0121641	0.659	0.00477008	0.0441278	0.7196	0.771961	0.665102	0.653627	0.0239988	0.506	0.23863	0.424409
4130	0.6646	0.450171	0.965625	0.963074	0.0190236	0.571	0.550382	0.501784	0.6378	0.994904	0.0349462	0.0343398	0.0134801	0.633	0.00542955	0.0612512	0.715	0.766479	0.656009	0.655224	0.0235298	0.555	0.239216	0.509984
4140	0.6844	0.456182	0.963333	0.96635	0.0202835	0.542	0.549074	0.432583	0.6629	0.995406	0.0371758	0.0369932	0.0131774	0.647	0.00635906	0.0909801	0.6989	0.747629	0.656716	0.646654	0.022916	0.471	0.2395	0.387143
4150	0.6531	0.452459	0.966923	0.967472	0.018834	0.606	0.546941	0.427982	0.6629	0.994793	0.0383285	0.037268	0.0130852	0.656	0.00667395	0.101591	0.6981	0.761839	0.649027	0.645375	0.024862	0.433	0.240629	0.301611
4160	0.6791	0.473883	0.964833	0.963165	0.0159532	0.593	0.543317	0.393122	0.6436	0.994006	0.036612	0.0341082	0.0136155	0.617	0.00627364	0.0982984	0.698	0.76551	0.64026	0.646496	0.0257961	0.44	0.238853	0.310337
4170	0.6654	0.456261	0.957794	0.962744	0.0163979	0.574	0.541804	0.390663	0.6548	0.992747	0.0326705	0.0343422	0.0139745	0.632	0.00700571	0.111387	0.6914	0.771287	0.637248	0.642712	0.0213163	0.422	0.235697	0.312024
4180	0.6599	0.456522	0.962438	0.961909	0.0155956	0.619	0.537694	0.28095	0.643	0.99462	0.0391304	0.0348904	0.014189	0.618	0.00623619	0.112887	0.693	0.752723	0.652517	0.649861	0.0226455	0.436	0.234832	0.396465
4190	0.6595	0.463383	0.964962	0.967581	0.0159336	0.591	0.539089	0.318945	0.6581	0.99661	0.0321937	0.0333514	0.0134929	0.641	0.00498826	0.0796972	0.7082	0.758607	0.660156	0.652753	0.0231452	0.507	0.234285	0.424271
4200	0.6747	0.457886	0.970449	0.97057	0.0142138	0.573	0.537817	0.214976	0.6832	0.994379	0.0339506	0.0359564	0.0124503	0.643	0.005805	0.0818204	0.7119	0.766509	0.671701	0.657718	0.0257225	0.421	0.235874	0.461987
4210	0.6665	0.465833	0.9675	0.969731	0.0122856	0.598	0.536102	0.263557	0.6429	0.996349	0.0410811	0.0361799	0.0118505	0.645	0.00599373	0.0901345	0.699	0.754887	0.661897	0.654054	0.0242331	0.39	0.231353	0.491304
4220	0.7029	0.468598	0.972473	0.970376	0.0100408	0.56	0.53474	0.238067	0.6106	0.993467	0.0434243	0.0354503	0.013015	0.615	0.00641253	0.104958	0.696	0.774026	0.647154	0.656811	0.0247577	0.379	0.226466	0.574106
4230	0.6702	0.455232	0.970743	0.96987	0.00879725	0.594	0.533716	0.236955	0.633	0.99391	0.0340426	0.0316134	0.0147301	0.637	0.00647352	0.104787	0.7049	0.78139	0.653266	0.65708	0.0266235	0.376	0.223511	0.621572
4240	0.6993	0.467037	0.971957	0.969057	0.0107347	0.539	0.534414	0.275655	0.6626	0.994977	0.0259475	0.0297122	0.0138344	0.671	0.00570272	0.0750636	0.7062	0.781389	0.663906	0.657309	0.0256625	0.351	0.218104	0.704832
4250	0.6966	0.472678	0.96918	0.969534	0.0127592	0.554	0.531602	0.19766	0.6411	0.996535	0.0227397	0.026273	0.0140238	0.618	0.00578867	0.0821835	0.7053	0.768372	0.657719	0.659395	0.0280199	0.444	0.21826	0.801711
4260	0.6634	0.44881	0.96966	0.968719	0.0108715	0.603	0.53509	0.2418	0.6488	0.993302	0.0310056	0.0273082	0.0166882	0.662	0.0052694	0.0714795	0.715	0.784354	0.660286	0.657812	0.0252929	0.451	0.215494	0.972994
4270	0.6696	0.470216	0.969925	0.969152	0.0108544	0.608	0.533939	0.228928	0.674	0.995652	0.0297297	0.0241567	0.0155486	0.67	0.00516563	0.0701314	0.7258	0.802838	0.660701	0.658186	0.0270121	0.457	0.210164	1.0287
4280	0.6638	0.459528	0.961425	0.964847	0.012173	0.596	0.532568	0.219911	0.6305	0.99312	0.0261333	0.0251033	0.0162319	0.645	0.00545722	0.0820131	0.7292	0.795378	0.669084	0.660308	0.0221266	0.506	0.205999	0.945415
4290	0.6605	0.46873	0.965544	0.966023	0.0113961	0.598	0.529661	0.217899	0.6782	0.995245	0.0256881	0.0213204	0.0159087	0.657	0.00389438	0.0581713	0.7143	0.781647	0.664522	0.658625	0.0220406	0.427	0.2092	1.09755
4300	0.6723	0.467572	0.965693	0.966181	0.0113069	0.596	0.525817	0.21644	0.6044	0.995973	0.0267327	0.0267431	0.0177082	0.646	0.00360185	0.050896	0.7069	0.794068	0.659133	0.655889	0.022341	0.361	0.206833	1.00388
4310	0.6889	0.475445	0.962785	0.967044	0.0119921	0.56	0.526526	0.274114	0.6412	0.996698	0.0200549	0.0230549	0.0184833	0.64	0.00334978	0.0426491	0.7081	0.795312	0.653734	0.653201	0.0228547	0.372	0.205466	0.962154
4320	0.6678	0.475662	0.960859	0.963936	0.0131831	0.585	0.522272	0.289428	0.6878	0.997511	0.0205047	0.0258926	0.0177445	0.673	0.00312427	0.0424612	0.7165	0.791667	0.671975	0.65715	0.0224995	0.364	0.200104	0.863946
4330	0.6762	0.467128	0.962559	0.96338	0.0120969	0.585	0.520763	0.276371	0.6853	0.997781	0.0333333	0.0291989	0.0167796	0.672	0.00300091	0.0389058	0.7037	0.81215	0.65243	0.654639	0.0228275	0.321	0.200807	0.955895
4340	0.6665	0.485048	0.965079	0.96572	0.0123548	0.633	0.518776	0.247877	0.6618	0.997252	0.0249275	0.0272728	0.0194916	0.652	0.00350976	0.0420606	0.6864	0.791228	0.644615	0.648018	0.0236571	0.293	0.200175	0.81547
4350	0.687	0.481882	0.96338	0.96418	0.0143384	0.607	0.518787	0.244896	0.6487	0.997036	0.0267409	0.0329791	0.0210886	0.646	0.00395599	0.0527806	0.6966	0.806587	0.641441	0.648197	0.0247357	0.336	0.20083	0.913338
4360	0.6726	0.485948	0.96701	0.966955	0.0155866	0.593	0.518456	0.274284	0.6466	0.996395	0.0301105	0.0304996	0.0200958	0.631	0.00338878	0.0425048	0.714	0.806329	0.653719	0.649117	0.0246831	0.385	0.201669	0.824692
4370	0.7245	0.481437	0.968537	0.9672	0.0150593	0.504	0.518347	0.356605	0.6624	0.996937	0.032853	0.0327497	0.0204684	0.63	0.00329101	0.0391359	0.7157	0.806107	0.657166	0.651911	0.0241249	0.395	0.196221	0.752523
4380	0.696	0.485357	0.964091	0.96742	0.0146557	0.557	0.515309	0.408067	0.6555	0.997523	0.0313559	0.0311488	0.0206936	0.69	0.00299802	0.0264372	0.7053	0.808116	0.651145	0.657911	0.0242889	0.332	0.193234	0.656138
4390	0.6932	0.486092	0.965509	0.966527	0.013721	0.579	0.515399	0.352636	0.6489	0.997649	0.0342541	0.0318513	0.0213886	0.645	0.00287884	0.0243227	0.7142	0.809848	0.65149	0.657791	0.0229655	0.392	0.192653	0.736377
4400	0.6643	0.484579	0.969003	0.966361	0.0143065	0.631	0.517581	0.405362	0.6671	0.99651	0.0304985	0.0325353	0.0220961	0.681	0.00283932	0.0282284	0.7176	0.792766	0.650943	0.652659	0.0238594	0.441	0.196714	0.628252
4410	0.6429	0.476621	0.97003	0.970405	0.0133429	0.63	0.516695	0.387303	0.6427	0.996688	0.0295082	0.0277384	0.0192032	0.643	0.00367155	0.03981	0.7234	0.808511	0.661005	0.658236	0.0224862	0.412	0.193352	0.643336
4420	0.6955	0.498974	0.97253	0.970947	0.0143489	0.613	0.514107	0.420498	0.6222	0.997565	0.0200521	0.0265326	0.0186399	0.622	0.0041764	0.0406902	0.7363	0.81875	0.660192	0.658187	0.0189909	0.47	0.18782	0.667894
4430	0.6399	0.477976	0.971646	0.974165	0.017146	0.666	0.512518	0.414361	0.6511	0.99644	0.020904	0.0259832	0.0187403	0.629	0.00417105	0.0316259	0.7442	0.824635	0.67025	0.664043	0.0194473	0.5	0.184493	0.553706
4440	0.6521	0.479753	0.967989	0.968558	0.0228608	0.659	0.512524	0.424149	0.6892	0.994614	0.0188498	0.0218164	0.018483	0.684	0.00373704	0.0329803	0.7505	0.824023	0.673361	0.665098	0.0181124	0.493	0.180862	0.513308
4450	0.6925	0.505705	0.968069	0.972079	0.0211708	0.583	0.512416	0.488796	0.652	0.997377	0.0161932	0.0194772	0.0178583	0.683	0.00367035	0.0335075	0.7321	0.812972	0.672569	0.666384	0.0176776	0.421	0.184127	0.393858
4460	0.7313	0.489759	0.970916	0.972549	0.0207466	0.497	0.510202	0.443265	0.6544	0.996605	0.0244318	0.0223515	0.0171794	0.639	0.00368447	0.0320022	0.7277	0.814679	0.660461	0.6699	0.0173406	0.458	0.179553	0.354439
4470	0.7109	0.49839	0.980272	0.976099	0.0157493	0.566	0.510381	0.420229	0.627	0.995813	0.0226913	0.0272076	0.0182031	0.632	0.00329835	0.031669	0.7395	0.810905	0.671984	0.670682	0.0157595	0.471	0.178383	0.313641
4480	0.6786	0.490984	0.972051	0.974558	0.0174755	0.613	0.507093	0.354792	0.7133	0.996761	0.0193103	0.0233797	0.0171119	0.706	0.00269096	0.0256712	0.7382	0.821749	0.670939	0.674439	0.0158415	0.437	0.175393	0.248923
4490	0.6637	0.489202	0.972576	0.973894	0.0162221	0.641	0.505766	0.321892	0.645	0.997806	0.0232044	0.0257424	0.0196576	0.654	0.0031208	0.0312629	0.7384	0.829577	0.670732	0.675514	0.0146365	0.444	0.174148	0.200133
4500	0.6689	0.500311	0.972549	0.972526	0.0184944	0.634	0.50366	0.277569	0.671	0.998341	0.027003	0.0249846	0.0208618	0.642	0.00284867	0.020963	0.7217	0.805867	0.6712	0.672613	0.0183325	0.364	0.173929	0.258649
4510	0.6711	0.502973	0.968698	0.974084	0.0180398	0.614	0.501485	0.294781	0.6365	0.99682	0.0256065	0.0273286	0.0217263	0.621	0.00326139	0.0280852	0.7279	0.816851	0.677429	0.673454	0.016822	0.371	0.175104	0.24443
4520	0.6702	0.49062	0.974663	0.976413	0.0161179	0.615	0.498696	0.246324	0.6428	0.997013	0.0239011	0.0252602	0.0213199	0.636	0.00326871	0.0300443	0.7314	0.824207	0.682083	0.675784	0.0140946	0.32	0.172155	0.208807
4530	0.6515	0.504678	0.969304	0.975332	0.0179559	0.71	0.499264	0.249427	0.6678	0.996828	0.0233728	0.0272698	0.0238158	0.659	0.00280327	0.0210675	0.7212	0.838801	0.666618	0.672351	0.0144139	0.333	0.172917	0.233118
4540	0.671	0.498901	0.973003	0.97743	0.0149145	0.628	0.498095	0.244762	0.6872	0.995748	0.0254717	0.0262721	0.023472	0.652	0.00399089	0.0367238	0.7169	0.826007	0.675928	0.672932	0.0156338	0.284	0.174118	0.24412
4550	0.6475	0.496193	0.973502	0.975794	0.0158865	0.691	0.495757	0.314801	0.6215	0.997553	0.0258398	0.0281362	0.0237058	0.625	0.0033525	0.0245263	0.7174	0.828114	0.674131	0.675445	0.0152755	0.265	0.174614	0.265162
4560	0.6477	0.505722	0.977409	0.975604	0.0170152	0.665	0.492846	0.331462	0.6478	0.996875	0.0272222	0.0286708	0.0243284	0.638	0.00418881	0.0362404	0.7361	0.832546	0.676737	0.675183	0.01384	0.376	0.176487	0.275044
4570	0.6748	0.505329	0.973481	0.975452	0.019346	0.627	0.491142	0.319034	0.608	0.997152	0.0315136	0.0303795	0.0258652	0.626	0.00394048	0.0388435	0.7289	0.816997	0.680835	0.676096	0.0146538	0.358	0.175734	0.284509
4580	0.6761	0.509844	0.971667	0.96768	0.0207152	0.673	0.486582	0.327994	0.6635	0.993912	0.0306122	0.0311259	0.0269688	0.665	0.00533327	0.0699146	0.7338	0.833742	0.68546	0.677164	0.0156688	0.328	0.17325	0.308286
4590	0.6697	0.51563	0.967449	0.969436	0.0195953	0.665	0.487661	0.372033	0.662	0.992846	0.0282799	0.0308652	0.0253424	0.631	0.00610568	0.0820857	0.7291	0.811141	0.679454	0.679197	0.0155883	0.383	0.173027	0.343223
4600	0.6962	0.522927	0.972987	0.97423	0.0186293	0.624	0.484521	0.286957	0.6425	0.992744	0.0357923	0.0325468	0.0220944	0.606	0.00621908	0.0890948	0.7394	0.822844	0.676708	0.677551	0.0150545	0.421	0.17496	0.331272
4610	0.6742	0.513867	0.970655	0.971015	0.0207043	0.641	0.485408	0.340107	0.6612	0.994495	0.0312139	0.0353908	0.0215491	0.66	0.00710433	0.121864	0.7512	0.827708	0.680577	0.679445	0.0147068	0.483	0.175285	0.419284
