Generation	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal	Pmean	PmeanRes	PmeanUnres	MeanP0	StdevP0	MeanInfo	MeanSignal	StDevSignal
7880	0.9347	0.918258	0.975347	0.979243	0.00831262	0.723	0.0833161	0.10376	0.6806	0.995618	0.122992	0.115978	0.0281895	0.647	0.00514878	0.0488836	0.7127	0.994833	0.574367	0.576068	0.0183825	0.325	0.00591986	0.0589458
7890	0.9368	0.916887	0.97931	0.979868	0.00914396	0.679	0.0833346	0.0842221	0.645	0.993268	0.102558	0.104657	0.0258656	0.628	0.00630196	0.0650715	0.7005	0.994137	0.570418	0.575756	0.0188139	0.313	0.00607482	0.0582457
7900	0.9372	0.915573	0.978261	0.981596	0.00962331	0.664	0.0831914	0.0919991	0.6317	0.994613	0.100739	0.101024	0.0226655	0.576	0.00604557	0.0781552	0.7303	0.99328	0.574522	0.574907	0.0174879	0.391	0.00697727	0.0850086
7910	0.9444	0.917538	0.983538	0.981354	0.00936348	0.603	0.0832517	0.073688	0.6447	0.994079	0.102806	0.104061	0.0209279	0.615	0.00593463	0.0844959	0.7217	0.993123	0.57619	0.57732	0.0182807	0.355	0.00800889	0.0838122
7920	0.9326	0.911302	0.98206	0.982781	0.0102303	0.696	0.0830719	0.0875024	0.6919	0.994055	0.115698	0.106207	0.0236077	0.675	0.00580159	0.080752	0.7303	0.993668	0.569565	0.576367	0.01903	0.394	0.00799814	0.0835706
7930	0.9407	0.920417	0.982067	0.981671	0.00810051	0.656	0.0822784	0.114405	0.6426	0.994333	0.115	0.108236	0.0227535	0.604	0.00648063	0.097547	0.7221	0.989645	0.585498	0.574268	0.019935	0.355	0.00873725	0.111734
7940	0.9401	0.917417	0.985329	0.982793	0.00946929	0.66	0.0828507	0.103357	0.638	0.994833	0.10275	0.110315	0.0225669	0.588	0.00489775	0.0757573	0.7271	0.995014	0.575743	0.575723	0.0192266	0.354	0.00635263	0.0781831
7950	0.9358	0.91347	0.983912	0.983805	0.0107044	0.677	0.0833178	0.134222	0.6289	0.995254	0.101707	0.105947	0.0210961	0.577	0.00558752	0.0854721	0.7132	0.991369	0.57244	0.57391	0.0218202	0.326	0.00646773	0.0744693
7960	0.9429	0.920561	0.982961	0.980689	0.0105159	0.654	0.0816728	0.135081	0.6515	0.995595	0.10646	0.108102	0.0218935	0.627	0.00434438	0.054971	0.71	0.995223	0.579446	0.57784	0.0211598	0.308	0.00528688	0.0545565
7970	0.9423	0.91727	0.981122	0.98109	0.0109451	0.589	0.0795262	0.16939	0.6829	0.993098	0.101724	0.107413	0.022533	0.662	0.00521998	0.0717542	0.7113	0.995666	0.575628	0.57686	0.0193956	0.327	0.00476782	0.0491248
7980	0.9405	0.917344	0.981667	0.980849	0.0115664	0.646	0.0799509	0.170054	0.6947	0.992632	0.103284	0.107336	0.0202919	0.669	0.00544331	0.0916862	0.7112	0.995912	0.578446	0.575818	0.0211627	0.305	0.00561285	0.0574923
7990	0.9426	0.916779	0.980693	0.981563	0.0134171	0.626	0.0814833	0.172743	0.6501	0.99491	0.113043	0.103985	0.0231292	0.635	0.00546805	0.0859821	0.683	0.992933	0.560669	0.573659	0.0214341	0.294	0.00607032	0.0653244
8000	0.9374	0.918398	0.976687	0.977172	0.0109274	0.673	0.0812428	0.145515	0.6703	0.996361	0.110326	0.107608	0.0238064	0.624	0.00469491	0.0672983	0.6894	0.993525	0.572299	0.573335	0.0207404	0.314	0.00603641	0.075566
8010	0.9391	0.918283	0.974394	0.9765	0.00968803	0.614	0.0807312	0.140675	0.6287	0.996928	0.107488	0.109419	0.0207884	0.605	0.00327216	0.0425903	0.6896	0.994203	0.573481	0.574448	0.0221832	0.276	0.00739077	0.0927428
8020	0.9438	0.921405	0.977114	0.977435	0.00986855	0.594	0.0810889	0.145419	0.6491	0.997879	0.0966408	0.101271	0.0175889	0.64	0.00286173	0.040504	0.6981	0.994595	0.573438	0.573851	0.0223049	0.288	0.00710345	0.087189
8030	0.9431	0.920165	0.978228	0.97885	0.0119564	0.584	0.0804263	0.140123	0.6689	0.997143	0.11	0.106749	0.018156	0.595	0.00292472	0.0358558	0.6974	0.995033	0.568625	0.574825	0.0213473	0.285	0.00702683	0.0707848
8040	0.9446	0.921603	0.975587	0.977744	0.0129754	0.572	0.0812824	0.132872	0.6677	0.997946	0.0980926	0.103838	0.0157504	0.626	0.00239254	0.0283852	0.7438	0.991667	0.589286	0.579912	0.0191409	0.375	0.00752826	0.0890205
8050	0.9378	0.912808	0.976726	0.975011	0.0126407	0.625	0.080034	0.157554	0.6621	0.99584	0.105867	0.103301	0.0166373	0.612	0.00322781	0.0384851	0.7184	0.990881	0.584799	0.580983	0.0202506	0.328	0.00805685	0.0905028
8060	0.9414	0.921527	0.97913	0.976176	0.0132192	0.67	0.0796735	0.16062	0.6145	0.995826	0.0985882	0.103512	0.0171109	0.566	0.00318125	0.0356613	0.7373	0.993296	0.594548	0.578219	0.0206406	0.351	0.00701333	0.0762916
8070	0.9428	0.924588	0.979279	0.97661	0.0154802	0.674	0.0798566	0.189907	0.642	0.997841	0.103769	0.104768	0.0171669	0.601	0.00216991	0.0254768	0.7192	0.992836	0.581353	0.582042	0.0175605	0.323	0.00622887	0.0671021
8080	0.9384	0.92166	0.979585	0.979443	0.0173103	0.713	0.0807333	0.183646	0.6373	0.997663	0.0990025	0.102478	0.017315	0.613	0.00218862	0.0262409	0.704	0.992208	0.575723	0.581322	0.0187972	0.31	0.00680305	0.0767587
8090	0.934	0.915489	0.985606	0.984738	0.0134944	0.732	0.0838788	0.242291	0.67	0.997484	0.0978022	0.10125	0.0171306	0.633	0.00272933	0.0264949	0.7347	0.995278	0.588125	0.582604	0.0172556	0.359	0.00618628	0.0735198
8100	0.9327	0.915345	0.990476	0.98648	0.0100941	0.767	0.083664	0.174963	0.6554	0.99739	0.113695	0.102353	0.0170209	0.629	0.00295665	0.0313515	0.7214	0.994925	0.583609	0.580381	0.0173308	0.313	0.00559112	0.0650508
8110	0.9404	0.922683	0.986643	0.985588	0.0100473	0.722	0.0837436	0.168522	0.6625	0.997452	0.097043	0.0986275	0.0160201	0.613	0.00301574	0.0324401	0.7241	0.993051	0.591031	0.580617	0.0173166	0.344	0.006621	0.0661475
8120	0.9376	0.917919	0.981818	0.983479	0.0110192	0.706	0.0809826	0.140637	0.6156	0.997232	0.092891	0.0971552	0.0158108	0.615	0.00318956	0.035125	0.7498	0.993079	0.574355	0.580361	0.0171157	0.407	0.00635747	0.0581155
8130	0.9398	0.918223	0.98244	0.983787	0.0102716	0.651	0.081681	0.14483	0.6523	0.997097	0.0897368	0.0997935	0.0153556	0.622	0.00284934	0.0374267	0.7129	0.992308	0.57837	0.58152	0.0167275	0.322	0.00658528	0.0656918
8140	0.9437	0.918328	0.98545	0.983674	0.0103041	0.625	0.080949	0.138464	0.648	0.998026	0.105102	0.102589	0.018032	0.614	0.0024756	0.0327847	0.7146	0.99321	0.581065	0.579985	0.0183599	0.334	0.00817713	0.0842135
8150	0.9424	0.923547	0.978035	0.981688	0.0108601	0.634	0.0806164	0.162627	0.6145	0.998258	0.0974178	0.101352	0.020037	0.574	0.00253352	0.0244202	0.6981	0.995862	0.576479	0.579655	0.0210653	0.289	0.00686489	0.0633328
8160	0.941	0.918167	0.978571	0.981075	0.01383	0.628	0.0820402	0.202352	0.626	0.99641	0.103855	0.101887	0.020027	0.608	0.00317966	0.0341998	0.7051	0.993103	0.570191	0.577084	0.0216682	0.298	0.00759511	0.0810113
8170	0.938	0.916984	0.983281	0.983113	0.0140475	0.683	0.0825224	0.202271	0.6811	0.996894	0.109831	0.104315	0.0170691	0.637	0.002948	0.0348359	0.7075	0.990939	0.580753	0.578897	0.0206629	0.304	0.00795002	0.0813588
8180	0.9432	0.91631	0.984733	0.984849	0.0129132	0.623	0.0841017	0.269448	0.658	0.995652	0.104749	0.102397	0.0182938	0.632	0.00444337	0.0560801	0.7057	0.992615	0.567556	0.574963	0.0231761	0.317	0.00740928	0.0842929
8190	0.9397	0.912121	0.986059	0.986676	0.0121168	0.623	0.0836414	0.268199	0.6242	0.996068	0.1	0.105072	0.0210746	0.596	0.00356522	0.046872	0.6853	0.991126	0.558557	0.571075	0.02318	0.303	0.00808212	0.0920245
8200	0.9438	0.915693	0.985786	0.986996	0.0133659	0.583	0.0827738	0.282128	0.6734	0.995632	0.0980501	0.10621	0.0223809	0.632	0.00493468	0.0608862	0.7336	0.992021	0.577885	0.567655	0.0232095	0.376	0.00761111	0.102675
8210	0.9444	0.922713	0.981967	0.983808	0.0138546	0.641	0.0827535	0.319136	0.636	0.996453	0.11299	0.107352	0.0185787	0.576	0.00465489	0.0533233	0.696	0.992857	0.555015	0.567165	0.0233887	0.32	0.00580872	0.0931987
8220	0.9403	0.920741	0.980923	0.983212	0.0115387	0.676	0.0798629	0.338422	0.6333	0.994915	0.112927	0.104643	0.0237941	0.606	0.00430684	0.0470535	0.7092	0.993694	0.567166	0.563312	0.0226324	0.319	0.00523156	0.0824789
8230	0.9444	0.92252	0.982466	0.982301	0.012001	0.597	0.0778231	0.311987	0.6583	0.995016	0.104233	0.0978501	0.0170607	0.591	0.00462382	0.0532312	0.7061	0.99595	0.569072	0.561677	0.0236902	0.312	0.00546291	0.071641
8240	0.9483	0.924667	0.98375	0.983885	0.0130123	0.599	0.0754056	0.299247	0.6636	0.993651	0.101622	0.095391	0.0176133	0.639	0.00502047	0.0553443	0.7083	0.994025	0.575073	0.564185	0.0225868	0.305	0.00557067	0.061735
8250	0.9492	0.926917	0.984496	0.985773	0.0126034	0.619	0.0745023	0.300395	0.6576	0.995032	0.0976064	0.0975319	0.0195725	0.637	0.00398585	0.0422959	0.7005	0.995	0.561912	0.564911	0.0218801	0.308	0.00442328	0.0615505
8260	0.9459	0.92756	0.982143	0.983273	0.0136857	0.652	0.0725697	0.24856	0.6359	0.995477	0.103226	0.0980882	0.018177	0.597	0.00419443	0.0506816	0.6698	0.998305	0.568325	0.563075	0.0204085	0.229	0.00274431	0.0299703
8270	0.9434	0.924288	0.981682	0.980578	0.0137046	0.696	0.0709129	0.176958	0.6652	0.994488	0.0923288	0.0975344	0.017712	0.625	0.00421978	0.0448707	0.7164	0.996439	0.574057	0.56409	0.0203804	0.311	0.0039173	0.045994
8280	0.9396	0.925858	0.982645	0.982797	0.0144682	0.766	0.0702465	0.189449	0.6909	0.996049	0.103801	0.0967155	0.0169376	0.631	0.00503941	0.0484661	0.7166	0.995739	0.564969	0.566509	0.019435	0.347	0.00347389	0.0325261
8290	0.9437	0.929	0.978	0.979368	0.0166453	0.701	0.0697205	0.16805	0.6373	0.995183	0.0959799	0.0957117	0.0167607	0.626	0.00506915	0.0486178	0.6917	0.997643	0.562447	0.564083	0.0186622	0.332	0.00391646	0.0609401
8300	0.9461	0.925903	0.981543	0.981402	0.0165599	0.623	0.0714572	0.224919	0.6426	0.994719	0.101015	0.0966945	0.018189	0.584	0.00509507	0.0432836	0.7301	0.997128	0.564344	0.565092	0.019763	0.408	0.0043341	0.077089
8310	0.9512	0.929915	0.981205	0.981002	0.0163312	0.587	0.0712314	0.280087	0.6322	0.996321	0.0905473	0.0968467	0.0162854	0.596	0.00565061	0.0403993	0.7177	0.997183	0.563876	0.564852	0.0226318	0.346	0.00468044	0.0617841
8320	0.9429	0.925039	0.975637	0.978838	0.0178875	0.65	0.0731214	0.368941	0.6388	0.995515	0.0992462	0.0969492	0.0162969	0.596	0.00562156	0.0474699	0.6986	0.996	0.555407	0.56442	0.0195665	0.348	0.00414955	0.0473874
8330	0.9455	0.928054	0.979822	0.977197	0.0168404	0.669	0.0694453	0.319111	0.6307	0.99531	0.0905707	0.0943161	0.0160903	0.613	0.00500105	0.0493823	0.6937	0.995987	0.564765	0.565529	0.0178872	0.318	0.00468068	0.076208
8340	0.9481	0.934709	0.97341	0.973531	0.0206618	0.675	0.0688362	0.318799	0.6405	0.993399	0.0977157	0.0960172	0.0168235	0.573	0.00447453	0.0415111	0.7048	0.996382	0.577443	0.566203	0.0205274	0.29	0.0038507	0.0368367
8350	0.945	0.933062	0.978626	0.978489	0.0161317	0.732	0.067221	0.293327	0.6334	0.995987	0.0940299	0.0960922	0.0165831	0.599	0.00397956	0.0355818	0.686	0.994286	0.566111	0.568102	0.0183992	0.28	0.00336689	0.0324133
8360	0.9461	0.932	0.979	0.975245	0.0169561	0.717	0.0649115	0.218284	0.6654	0.996063	0.090137	0.0958213	0.0167039	0.614	0.00341235	0.0289624	0.7052	0.997546	0.563798	0.568918	0.0193309	0.326	0.00345338	0.0279835
8370	0.9495	0.940056	0.973665	0.978332	0.0168326	0.736	0.0622356	0.175215	0.6527	0.995806	0.0928947	0.0977671	0.0153885	0.624	0.00387314	0.0394723	0.7042	0.997351	0.577364	0.568291	0.0195344	0.325	0.00368441	0.0257502
8380	0.9467	0.938773	0.97265	0.974984	0.0159368	0.805	0.0621368	0.15441	0.6602	0.995024	0.106897	0.101194	0.0172619	0.613	0.00377888	0.0280627	0.7171	0.995441	0.580626	0.569262	0.0226833	0.351	0.00469317	0.0322944
8390	0.9464	0.935602	0.981356	0.977496	0.014923	0.749	0.0638809	0.183718	0.6353	0.997315	0.101238	0.101048	0.019407	0.618	0.00379082	0.0309985	0.7118	0.992899	0.568278	0.567696	0.0236924	0.333	0.00532269	0.0405378
8400	0.9446	0.936506	0.971245	0.974715	0.0159712	0.789	0.0617967	0.170019	0.6562	0.996916	0.109635	0.10156	0.0207778	0.64	0.00299036	0.0288835	0.7115	0.993694	0.570615	0.568818	0.0243444	0.346	0.00558224	0.0376931
8410	0.9492	0.939607	0.972917	0.970543	0.0143765	0.722	0.062601	0.187392	0.6546	0.997415	0.0976378	0.102829	0.0156473	0.617	0.00398767	0.0322667	0.709	0.996463	0.579245	0.574933	0.0205116	0.3	0.00642838	0.0672214
8420	0.9517	0.94464	0.966771	0.968969	0.0163677	0.671	0.0591437	0.182219	0.6762	0.996124	0.0949296	0.100443	0.0206872	0.656	0.00308324	0.0258709	0.7038	0.99571	0.576901	0.574708	0.0206055	0.319	0.00527372	0.036074
8430	0.9481	0.939246	0.970423	0.968799	0.0171962	0.734	0.0580179	0.155477	0.6791	0.995504	0.104225	0.101275	0.0200796	0.645	0.00423501	0.0373783	0.7163	0.994675	0.574169	0.575036	0.0254219	0.353	0.00577755	0.0523916
8440	0.9534	0.944545	0.970588	0.969514	0.0179212	0.641	0.05676	0.216488	0.6579	0.996308	0.0986737	0.10184	0.0181096	0.634	0.00457747	0.0439362	0.6932	0.993471	0.569958	0.573136	0.0283771	0.308	0.00620827	0.0558071
8450	0.955	0.943968	0.973784	0.968522	0.0203246	0.63	0.0574264	0.238113	0.6454	0.994745	0.101279	0.103906	0.0169901	0.616	0.00549309	0.0495113	0.7012	0.99434	0.564516	0.569806	0.027982	0.3	0.005771	0.0512526
8460	0.9553	0.940372	0.976961	0.971555	0.0216273	0.584	0.0582245	0.274256	0.7033	0.994667	0.0981538	0.105786	0.0146053	0.665	0.00542526	0.0441796	0.7284	0.995531	0.579439	0.571732	0.0273428	0.375	0.00365981	0.0266868
8470	0.9557	0.941779	0.9706	0.97029	0.0224139	0.503	0.0583821	0.285741	0.6255	0.99453	0.105301	0.104216	0.018387	0.572	0.00496844	0.0379126	0.7242	0.997429	0.577077	0.568667	0.0281845	0.341	0.00335328	0.0221345
8480	0.9562	0.938242	0.969257	0.966593	0.0223908	0.431	0.0601713	0.248738	0.6471	0.995552	0.108906	0.108844	0.0182437	0.614	0.00607705	0.0757122	0.7235	0.997313	0.585564	0.573312	0.0248299	0.317	0.00325112	0.0249478
8490	0.9542	0.943255	0.96379	0.966586	0.0234681	0.475	0.0596976	0.243362	0.6472	0.995058	0.109924	0.112038	0.018543	0.618	0.00538164	0.0529861	0.6788	0.994981	0.568286	0.571325	0.0238899	0.248	0.00255352	0.0238746
8500	0.95	0.939494	0.961111	0.962974	0.0223642	0.534	0.0589521	0.216151	0.6296	0.995734	0.111353	0.108538	0.016866	0.618	0.00590633	0.109203	0.6841	0.996992	0.570708	0.572058	0.024405	0.275	0.00233907	0.0199736
8510	0.9483	0.934576	0.961122	0.96057	0.0246779	0.497	0.061554	0.263731	0.6677	0.994427	0.116129	0.108581	0.0133594	0.636	0.00424686	0.0611299	0.6865	0.996797	0.565229	0.571333	0.0257647	0.294	0.00316334	0.0311657
8520	0.9511	0.940143	0.964932	0.965478	0.0247375	0.57	0.0618605	0.290077	0.6545	0.994472	0.111429	0.110365	0.0149991	0.582	0.00473855	0.0670781	0.6981	0.997213	0.5777	0.578321	0.028549	0.305	0.0040075	0.0366895
8530	0.9511	0.941493	0.964151	0.962456	0.0204713	0.573	0.0591268	0.238173	0.6633	0.995659	0.116402	0.109851	0.0155369	0.643	0.00541546	0.0856062	0.6874	0.997153	0.566342	0.574694	0.0320938	0.297	0.00412187	0.0402432
8540	0.9518	0.94547	0.960329	0.965038	0.023805	0.587	0.0562125	0.158784	0.6632	0.992051	0.10566	0.105603	0.0164991	0.646	0.00667656	0.133226	0.6817	0.99685	0.574397	0.570561	0.028645	0.252	0.00411662	0.0392775
8550	0.9515	0.944286	0.960682	0.959985	0.0238502	0.582	0.055438	0.100984	0.6538	0.993065	0.100263	0.10133	0.0173211	0.629	0.00744389	0.175217	0.6955	0.995455	0.57535	0.568571	0.0292931	0.279	0.00548547	0.0509155
8560	0.9485	0.945796	0.951927	0.953702	0.0218343	0.569	0.0540601	0.0738043	0.6579	0.991172	0.107162	0.103153	0.0177526	0.633	0.00793866	0.185085	0.6757	0.991912	0.557555	0.564974	0.0313974	0.285	0.00713525	0.0605663
8570	0.9472	0.940734	0.954945	0.956734	0.0212705	0.551	0.0537879	0.0833352	0.6599	0.997436	0.099734	0.102921	0.0155501	0.613	0.00494332	0.116533	0.6901	0.991909	0.555137	0.565687	0.031723	0.32	0.00671843	0.0594014
8580	0.9508	0.944543	0.955898	0.956579	0.0226245	0.441	0.0551023	0.0887294	0.6491	0.994435	0.106684	0.101729	0.0148934	0.602	0.00443068	0.0715613	0.7198	0.994017	0.571495	0.575164	0.0311849	0.339	0.00685812	0.0694622
8590	0.9491	0.945041	0.952907	0.958824	0.0219417	0.46	0.0540342	0.115332	0.6729	0.994531	0.101111	0.101957	0.0155066	0.643	0.00410417	0.0651949	0.7132	0.995846	0.569532	0.576239	0.0306542	0.34	0.00657418	0.0594566
8600	0.9537	0.947455	0.961333	0.959846	0.0218136	0.547	0.0550693	0.141624	0.6939	0.996697	0.0901198	0.0975934	0.0163976	0.675	0.00422991	0.0625039	0.7366	0.993523	0.575081	0.574583	0.032058	0.405	0.0064718	0.0640045
8610	0.9528	0.946943	0.958824	0.96183	0.0227531	0.491	0.0553341	0.135143	0.602	0.995737	0.0947368	0.0935998	0.0164114	0.599	0.00401726	0.0638285	0.7311	0.993506	0.566829	0.574971	0.0343865	0.392	0.0068537	0.0605815
8620	0.9514	0.944129	0.959534	0.955954	0.0248147	0.547	0.055987	0.18376	0.6684	0.996384	0.0953297	0.0979915	0.0197078	0.633	0.00433066	0.0578778	0.7317	0.992603	0.581732	0.573743	0.0289636	0.365	0.0060792	0.0710191
8630	0.953	0.94777	0.959091	0.956655	0.0214117	0.548	0.0557975	0.16351	0.6326	0.99375	0.108578	0.101889	0.0205487	0.596	0.00532572	0.0610153	0.7154	0.993939	0.578209	0.57972	0.0282102	0.344	0.00557146	0.0488579
8640	0.9467	0.942455	0.950895	0.952945	0.0215583	0.525	0.0572213	0.132122	0.6566	0.994137	0.119689	0.10878	0.0231091	0.594	0.00487245	0.0641804	0.6975	0.993266	0.572546	0.579368	0.0313389	0.302	0.00660908	0.0687253
8650	0.9477	0.941398	0.955656	0.955677	0.0221094	0.573	0.0568245	0.140363	0.6334	0.993888	0.116788	0.112244	0.0201516	0.608	0.00425214	0.0612535	0.6945	0.995724	0.562931	0.572859	0.0336871	0.296	0.00723755	0.0890052
8660	0.9472	0.942424	0.953303	0.955063	0.0197692	0.56	0.0561096	0.132379	0.6449	0.995017	0.115327	0.115392	0.0173888	0.594	0.00464972	0.0565901	0.7022	0.991883	0.573266	0.572505	0.0309589	0.292	0.00709168	0.0942605
8670	0.9473	0.94625	0.948636	0.950377	0.0179132	0.55	0.0572174	0.12238	0.7039	0.995549	0.10092	0.110094	0.0175505	0.669	0.00504209	0.0569005	0.7018	0.992013	0.569578	0.573076	0.0315969	0.305	0.00660045	0.0810955
8680	0.9406	0.939216	0.942369	0.94636	0.0161767	0.538	0.0571186	0.101354	0.6855	0.993558	0.108333	0.109267	0.016926	0.633	0.00487854	0.0469206	0.6986	0.995775	0.580726	0.572026	0.0294771	0.285	0.0062454	0.0696626
8690	0.9418	0.93993	0.944289	0.943431	0.0174258	0.593	0.0573128	0.11671	0.6568	0.994203	0.103958	0.109407	0.0182857	0.593	0.00614644	0.0630772	0.6798	0.994318	0.566984	0.569759	0.0372822	0.255	0.00770443	0.0716717
8700	0.9412	0.938687	0.944656	0.940302	0.0181585	0.559	0.0591282	0.12315	0.6604	0.994249	0.101604	0.107842	0.0196742	0.615	0.00518696	0.051915	0.6816	0.991459	0.560501	0.568075	0.0391895	0.286	0.00812476	0.0683171
8710	0.9406	0.945396	0.936398	0.940217	0.0219676	0.452	0.0609607	0.186416	0.6752	0.993887	0.113536	0.108976	0.0201486	0.628	0.00525153	0.0600739	0.7034	0.989602	0.564339	0.563899	0.036883	0.309	0.00838603	0.0790388
8720	0.9392	0.938589	0.939768	0.939177	0.0237452	0.508	0.0624496	0.229724	0.6648	0.99221	0.109704	0.111381	0.0201621	0.628	0.00641787	0.070895	0.7008	0.991401	0.567784	0.560996	0.0362916	0.308	0.00819549	0.0776415
8730	0.9413	0.943168	0.939394	0.939078	0.0213026	0.513	0.0590946	0.176186	0.6727	0.994304	0.12038	0.111564	0.0218801	0.637	0.00719505	0.0785384	0.6652	0.991506	0.551147	0.552033	0.0365737	0.26	0.00862055	0.114184
8740	0.9406	0.938523	0.942685	0.940762	0.0198099	0.521	0.0585825	0.215922	0.6796	0.991512	0.105398	0.106916	0.0248975	0.616	0.00770995	0.0826814	0.6887	0.992767	0.546921	0.550797	0.0345257	0.358	0.00865686	0.114831
8750	0.9419	0.941261	0.942697	0.941539	0.0189073	0.565	0.0564968	0.19085	0.6519	0.995082	0.115128	0.107799	0.0238393	0.595	0.00677262	0.0832282	0.6942	0.990549	0.549554	0.550678	0.0361442	0.327	0.00862534	0.106954
8760	0.9381	0.938698	0.93736	0.939165	0.0190193	0.554	0.0565663	0.239209	0.6704	0.994192	0.102204	0.102296	0.0216806	0.667	0.00694674	0.0927863	0.6873	0.991018	0.534985	0.546206	0.0330484	0.358	0.00827796	0.0868768
8770	0.9369	0.941954	0.931381	0.936479	0.0204879	0.551	0.0560628	0.234244	0.6579	0.99296	0.0994667	0.102023	0.0243147	0.618	0.00649811	0.083054	0.6927	0.989474	0.53845	0.541838	0.0343299	0.319	0.00906272	0.112754
8780	0.9454	0.948803	0.941357	0.940867	0.0199507	0.529	0.0534956	0.142322	0.6177	0.994087	0.108471	0.108117	0.0225778	0.566	0.00584433	0.0708674	0.6887	0.989504	0.531659	0.532097	0.0283632	0.349	0.0100271	0.130531
8790	0.9441	0.945079	0.943089	0.940216	0.0216903	0.508	0.0532591	0.136322	0.6379	0.994816	0.106965	0.107093	0.0250473	0.591	0.0055694	0.0727377	0.6786	0.99009	0.523088	0.525208	0.024956	0.308	0.0115469	0.125429
8800	0.9421	0.943346	0.940717	0.938325	0.019217	0.551	0.0529673	0.135043	0.6618	0.994745	0.0997312	0.10658	0.0243282	0.604	0.005845	0.0766274	0.6648	0.988333	0.526143	0.531346	0.0260037	0.324	0.011577	0.124329
8810	0.9444	0.949315	0.939264	0.935647	0.0175688	0.467	0.051465	0.108258	0.6365	0.993333	0.10125	0.102143	0.0256479	0.576	0.00547908	0.0576909	0.6622	0.992086	0.53518	0.53671	0.0335064	0.287	0.0103265	0.0997169
8820	0.9425	0.947439	0.938475	0.936159	0.0169871	0.438	0.0499382	0.147043	0.6486	0.994272	0.105656	0.108664	0.0253237	0.62	0.00541249	0.0597472	0.6722	0.989547	0.54446	0.541483	0.0368036	0.28	0.00979033	0.0887715
8830	0.9404	0.944072	0.937432	0.937711	0.0193351	0.456	0.0500993	0.189703	0.616	0.993695	0.113287	0.109585	0.0233118	0.59	0.0051078	0.0564137	0.6701	0.989513	0.553752	0.544356	0.0366699	0.29	0.0108612	0.111141
8840	0.9414	0.95012	0.935163	0.937198	0.0190047	0.403	0.0491071	0.228854	0.6346	0.994128	0.104208	0.108239	0.0215609	0.598	0.00391268	0.0453982	0.705	0.989429	0.551846	0.549071	0.039722	0.344	0.0123336	0.136578
8850	0.9365	0.94901	0.92802	0.932592	0.0178945	0.404	0.0506542	0.249598	0.6875	0.996031	0.101739	0.101129	0.0241351	0.624	0.00361623	0.0314587	0.6901	0.987538	0.544262	0.547365	0.0370126	0.331	0.0120698	0.107465
8860	0.9441	0.951261	0.937595	0.93239	0.019187	0.436	0.0503211	0.238076	0.6681	0.995103	0.104087	0.0984178	0.0257516	0.634	0.00434478	0.0365295	0.7191	0.986945	0.552836	0.550968	0.0404252	0.411	0.0114061	0.105342
8870	0.9424	0.950725	0.934623	0.934396	0.0202638	0.486	0.0504149	0.236474	0.6556	0.994355	0.102895	0.103699	0.0256412	0.591	0.00548097	0.0499947	0.7258	0.9866	0.549749	0.542858	0.0364709	0.405	0.0111609	0.0891361
8880	0.9388	0.949102	0.928457	0.929938	0.0168932	0.494	0.0511931	0.261896	0.6509	0.99377	0.114615	0.108121	0.0248001	0.601	0.0057487	0.0515326	0.7039	0.988515	0.545879	0.540447	0.0328857	0.341	0.00964153	0.0745007
8890	0.9372	0.949878	0.928353	0.931302	0.0180471	0.406	0.0513536	0.294383	0.6748	0.991589	0.106704	0.110027	0.0273567	0.651	0.00623655	0.0515575	0.6801	0.98845	0.528912	0.537648	0.0287258	0.322	0.0107661	0.0661013
8900	0.9424	0.948884	0.937138	0.936647	0.0219884	0.461	0.0522481	0.263163	0.6578	0.994534	0.103704	0.103627	0.0271338	0.622	0.00698995	0.0630623	0.6655	0.989347	0.532581	0.539881	0.0316962	0.281	0.00968369	0.0627269
8910	0.944	0.951703	0.936327	0.934652	0.0219795	0.495	0.0506358	0.28907	0.6909	0.994985	0.105848	0.101574	0.0252401	0.67	0.00680997	0.0584594	0.6747	0.990909	0.54111	0.540537	0.0329985	0.316	0.010226	0.060159
8920	0.9464	0.950215	0.943071	0.934305	0.0211196	0.474	0.0512341	0.356677	0.6604	0.995833	0.103723	0.100646	0.0259887	0.642	0.00506316	0.0484193	0.6848	0.992705	0.53383	0.537388	0.0290846	0.331	0.0101584	0.0592474
8930	0.9411	0.944156	0.938476	0.933438	0.025386	0.459	0.0527289	0.328096	0.6789	0.994281	0.10085	0.102712	0.0273744	0.623	0.00549618	0.0528309	0.7143	0.991517	0.537807	0.537739	0.0317497	0.4	0.0094506	0.0589718
8940	0.9424	0.949673	0.936229	0.934006	0.0247132	0.491	0.0514999	0.346857	0.6311	0.995601	0.104401	0.110984	0.0253294	0.586	0.00408441	0.0304026	0.7202	0.991117	0.544059	0.537869	0.0330964	0.427	0.0113248	0.0690792
8950	0.9389	0.947166	0.928918	0.933872	0.0241351	0.535	0.0518722	0.481076	0.66	0.995813	0.109763	0.103412	0.0280596	0.641	0.00452773	0.0414838	0.6896	0.986325	0.529122	0.53085	0.0237634	0.367	0.0129325	0.0873403
